Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Rpt-obj_Art-rppt_fra,Proj-desc_eng,Proj-desc_fra,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Government of Ontario, Toronto, Ontario","Gouvernement de l'Ontario, Toronto, Ontario",0,209468
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","GDI Integrated Facility Services, Montréal, Quebec","GDI Services aux immeubles, Montréal, Québec",0,322978
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Imperial Cleaners Ltd, Dartmouth, Nova Scotia","Imperial Cleaners Ltd, Dartmouth, Nouvelle-Écosse",0,146952
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Jhamaila Larosa, Morden, Manitoba","Jhamaila Larosa, Morden, Manitoba",0,118150
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Long Van Cleaning, Windsor, Manitoba","Long Van Cleaning, Windsor, Manitoba",0,126463
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Maintenance Trans-Québec Inc., Victoriaville, Quebec","Maintenance Trans-Québec Inc., Victoriaville, Québec",0,140800
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Matthew Currelly, Port Hope, Ontario","Matthew Currelly, Port Hope, Ontario",0,110400
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Melliecent Building and Yard Maintenance Ltd, Regina, Saskatchewan","Melliecent Building and Yard Maintenance Ltd, Regina, Saskatchewan",0,127758
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Oxaro Inc., Ottawa, Ontario","Oxaro Inc., Ottawa, Ontario",0,112192
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Racing Forensics Inc., Toronto, Ontario","Racing Forensics Inc., Toronto, Ontario",0,1377804
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Rakuten Group Inc., Tokyo, Japan","Rakuten Group Inc., Tokyo, Japan",0,206000
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Royal Moving and Storage, Ottawa, Ontario","Royal Moving and Storage, Ottawa, Ontario",0,288980
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","RL Dunlap (2019) Limited, East Mountain, Nova Scotia","RL Dunlap (2019) Limitée, East Mountain, Nouvelle-Écosse",0,130650
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Samson & Associates, Gatineau, Quebec","Samson & Associés, Gatineau, Québec",0,105345
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Scollard Maintenance Limited, Edmonton, Alberta","Scollard Maintenance Limited, Edmonton, Alberta",0,294351
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Service payments under $100,000 (482 payees)","Paiements de service inférieurs à 100 000 $ (482 bénéficiaires)",0,3940541
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Service Star Building Cleaning Inc., Ottawa, Ontario","Service Star Building Cleaning Inc., Ottawa, Ontario",0,1079862
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Silliker Canada Co Ltd, Markham, Ontario","Silliker Canada Co Ltd, Markham, Ontario",0,190006
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Skyblue Services Corporation, Edmonton, Alberta","Skyblue Services Corporation, Edmonton, Alberta",0,365454
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Waste Connections of Canada, London, Ontario","Waste Connections of Canada, London, Ontario",0,110599
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques",,,7456410,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Department of Foreign Affairs, Trade and Development, Ottawa, Ontario","Ministère des Affaires étrangères, du Commerce et du Développement, Ottawa, Ontario",0,362081
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Department of Justice Canada, Ottawa, Ontario","Ministère de la Justice Canada, Ottawa, Ontario",0,4096842
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Jones Day, Washington, District of Columbia","Jones Day, Washington, District fédéral de Columbia",0,2802505
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Service payments under $100,000 (17 payees)","Paiements de service inférieurs à 100 000 $ (17 bénéficiaires)",0,194982
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture",,,17883564,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Bouthillette Parizeau Inc., Montréal, Quebec","Bouthillette Parizeau Inc., Montréal, Québec",0,185529
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,16978533
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Service payments under $100,000 (62 payees)","Paiements de service inférieurs à 100 000 $ (62 bénéficiaires)",0,595352
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","WSP Canada Inc., Montréal, Quebec","WSP Canada Inc., Montréal, Québec",0,124150
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche",,,6670656,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Ag-Quest Inc., Minto, Manitoba","Ag-Quest Inc., Minto, Manitoba",0,113285
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Cropseed Ltd, Auckland, New Zealand","Cropseed Ltd, Auckland, Nouvelle-Zélande",0,243612
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Dillon Consulting Ltd, Toronto, Ontario","Dillon Consulting Ltd, Toronto, Ontario",0,139195
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Génome Québec, Montréal, Quebec","Génome Québec, Montréal, Québec",0,548265
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Global Institute for Food Security, Saskatoon, Saskatchewan","Institut mondial pour la sécurité alimentaire, Saskatoon, Saskatchewan",0,150005
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","National Research Council of Canada, Ottawa, Ontario","Conseil national de recherches Canada, Ottawa, Ontario",0,116792
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Planet Labs Geomatics Corp, Lethbridge, Alberta","Planet Labs Geomatics Corp, Lethbridge, Alberta",0,179228
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Service payments under $100,000 (304 payees)","Paiements de service inférieurs à 100 000 $ (304 bénéficiaires)",0,3543740
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Southern Seed Technology Ltd, Leeston, New Zealand","Southern Seed Technology Ltd, Leeston, Nouvelle-Zélande",0,186883
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","St Boniface Hospital, Winnipeg, Manitoba","Hôpital Saint-Boniface, Winnipeg, Manitoba",0,137410
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Super GeoAI Technology Inc., Saskatoon, Saskatchewan","Super GeoAI Technology Inc., Saskatoon, Saskatchewan",0,225000
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Alberta, Edmonton, Alberta","Université de l'Alberta, Edmonton, Alberta",0,333080
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Guelph, Guelph, Ontario","University of Guelph, Guelph, Ontario",0,630444
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Vineland Research and Innovation Centre, Lincoln, Ontario","Centre de recherche et d'innovation de Vineland, Lincoln, Ontario",0,123717
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation",,,3534336,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Co-Entreprise Cité/Caron, Ottawa, Ontario","Co-Entreprise Cité/Caron, Ottawa, Ontario",0,153712
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Fast Forward French Inc., Ottawa, Ontario","Fast Forward French Inc., Ottawa, Ontario",0,335330
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Graybridge Malkam, Ottawa, Ontario","Graybridge Malkam, Ottawa, Ontario",0,110802
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Service payments under $100,000 (807 payees)","Paiements de service inférieurs à 100 000 $ (807 bénéficiaires)",0,2553058
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","The Retirement Planning Institute, Ottawa, Ontario","The Retirement Planning Institute, Ottawa, Ontario",0,138808
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","University of Ottawa, Ottawa, Ontario","Université d'Ottawa, Ottawa, Ontario",0,242626
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être",,,520933,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être","Department of Health, Ottawa, Ontario","Ministère de la Santé, Ottawa, Ontario",0,397489
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être","Service payments under $100,000 (44 payees)","Paiements de service inférieurs à 100 000 $ (44 bénéficiaires)",0,123444
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection",,,3888043,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Calgary, Alberta","Commissionnaires, Calgary, Alberta",0,294444
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Montréal, Quebec","Commissionnaires, Montréal, Québec",0,349908
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Ottawa, Ontario","Commissionnaires, Ottawa, Ontario",0,2327754
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Saint John, New Brunswick","Commissionnaires, Saint-Jean, Nouveau-Brunswick",0,154438
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Vancouver, British Columbia","Commissionnaires, Vancouver, Colombie-Britannique",0,235021
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Service payments under $100,000 (26 payees)","Paiements de service inférieurs à 100 000 $ (26 bénéficiaires)",0,526478
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques",,,35186457,0
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Adirondack Information Management Inc., Ottawa, Ontario","Adirondack Information Management Inc., Ottawa, Ontario",0,386462
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Akkodis Canada Inc., Ottawa, Ontario","Akkodis Canada Inc., Ottawa, Ontario",0,392553
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Altis Human Resources, Ottawa, Ontario","Altis Human Resources, Ottawa, Ontario",0,514356
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Amazon Web Services Canada Inc., Toronto, Ontario","Amazon Web Services Canada Inc., Toronto, Ontario",0,165567
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Amazon Web Services Inc., Seattle, Washington","Amazon Web Services Inc., Seattle, Washington",0,550107
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Apption, Ottawa, Ontario","Apption, Ottawa, Ontario",0,237065
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","ADRM Technology Consulting Group Corp, Ottawa, Ontario","ADRM Technology Consulting Group Corp, Ottawa, Ontario",0,853987
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Bell Canada, Ottawa, Ontario","Bell Canada, Ottawa, Ontario",0,364706
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Cache Computer Consulting Corp, Ottawa, Ontario","Cache Computer Consulting Corp, Ottawa, Ontario",0,1601456
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Cofomo Inc., Ottawa, Ontario","Cofomo Inc., Ottawa, Ontario",0,3765644
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,1221595
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Donna Cona Inc., Ottawa, Ontario","Donna Cona Inc., Ottawa, Ontario",0,1506560
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Experis, Ottawa, Ontario","Experis, Ottawa, Ontario",0,3413309
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Holonics Inc., Gatineau, Quebec","Holonics Inc., Gatineau, Québec",0,422009
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Innovation, Science and Economic Development Canada, Ottawa, Ontario","Innovation Sciences et Développement économique Canada, Ottawa, Ontario",0,256366
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","IBM Canada Ltd, Ottawa, Ontario","IBM Canada Ltd, Ottawa, Ontario",0,4992482
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Natural Sciences and Engineering Research Council, Ottawa, Ontario","Conseil de recherches en sciences naturelles et en génie, Ottawa, Ontario",0,114340
2024/2025,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Nortak Software Ltd, Ottawa, Ontario","Nortak Software Ltd, Ottawa, Ontario",0,221377
