Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Proj-desc_eng,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","Natural Sciences and Engineering Research Council, Ottawa, Ontario",0,111618
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","Neogen Canada, Edmonton, Alberta",0,130470
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","Service payments under $100,000 (388 payees)",0,3827854
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","Southern Seed Technology Ltd, Christchurch, New Zealand",0,251149
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","University of Alberta, Edmonton, Alberta",0,179200
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","University of Guelph, Guelph, Ontario",0,754623
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",043,"Scientific and Research Services","University of Manitoba, Winnipeg, Manitoba",0,153609
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services",,4241424,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Académie de formation linguistique, Ottawa, Ontario",0,219391
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Global Knowledge Network (Canada) Inc, Toronto, Ontario",0,106465
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Graybridge Malkam, Ottawa, Ontario",0,174046
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Newcomp Analytics Inc, Thornhill, Ontario",0,121363
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Service payments under $100,000 (1,459 payees)",0,3502692
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",044,"Training and Educational Services","Université de Saint-Boniface, Winnipeg, Manitoba",0,117467
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",045,"Health and Welfare Services",,75645,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",045,"Health and Welfare Services","Service payments under $100,000 (32 payees)",0,75645
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services",,4017527,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Calgary, Alberta",0,235037
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Montréal, Quebec",0,335385
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Ottawa, Ontario",0,2351892
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Québec, Quebec",0,158368
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Regina, Saskatchewan",0,126981
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Commissionaires, Vancouver, British Columbia",0,205450
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Department of Public Works and Government Services, Gatineau, Quebec",0,177733
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",046,"Protection Services","Service payments under $100,000 (39 payees)",0,426681
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services",,40190077,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Apption, Ottawa, Ontario",0,575977
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","ADGA Group Consultants Inc, Ottawa, Ontario",0,525067
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Bell Canada, Ottawa, Ontario",0,576642
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Cache Consulting Corporation, Ottawa, Ontario",0,2930134
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Calian Technologies Ltd, Ottawa, Ontario",0,103128
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Cistel Technology Inc, Ottawa, Ontario",0,115366
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Communications Security Establishment, Ottawa, Ontario",0,226612
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Coradix Technology Consulting Ltd, Ottawa, Ontario",0,615975
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Coretracks Inc, Ottawa, Ontario",0,614635
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","CGI Information Systems and Management Consultants Inc, Montréal, Quebec",0,149917
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Department of Industry, Ottawa, Ontario",0,211125
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Department of Natural Resources, Ottawa, Ontario",0,168270
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Department of Public Works and Government Services, Gatineau, Quebec",0,4759813
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Donna Cona Inc, Ottawa, Ontario",0,2254148
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Emerion Inc, Ottawa, Ontario",0,924258
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Equasion Business Technologies Consulting Inc, Ottawa, Ontario",0,335630
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Gartner Inc, Toronto, Ontario",0,144472
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","GC Strategies Inc, Ottawa, Ontario",0,106992
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Holonics Inc, Gatineau, Quebec",0,431607
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","IBM Canada Ltd, Toronto, Ontario",0,6890208
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","IT/Net Ottawa Inc, Ottawa, Ontario",0,411214
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","I4C Consulting Inc, Ottawa, Ontario",0,1097364
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","KTL Group Inc, Ottawa, Ontario",0,174750
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Modis Canada, Inc, Toronto, Ontario",0,170084
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","MGIS Inc, Ottawa, Ontario",0,282838
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","NavPoint Consulting Group Inc, Ottawa, Ontario",0,206211
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Randstad Interim Inc, Toronto, Ontario",0,219657
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Service payments under $100,000 (52 payees)",0,658990
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Shared Services Canada, Ottawa, Ontario",0,6678110
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Systematix Inc, Ottawa, Ontario",0,1013166
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Systemscope Inc, Ottawa, Ontario",0,452389
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","SI Systems Ltd, Calgary, Alberta",0,2898176
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","The Halifax Computer Consulting Group Inc, Ottawa, Ontario",0,1799840
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Treasury Board Secretariat, Ottawa, Ontario",0,104400
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","TEKsystems Canada Inc, Mississauga, Ontario",0,271701
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Veritaaq Technology House Inc, Ottawa, Ontario",0,949556
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",047,"Informatics Services","Work Dynamics Technologies Inc, Ottawa, Onatrio",0,141655
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting",,2514085,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting","altisHR, Ottawa, Ontario",0,213884
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting","BDO Canada LLP, Ottawa, Ontario",0,138381
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting","KPMG LLP, Toronto, Ontario",0,183125
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting","Morneau Shepell Ltd, Toronto, Ontario",0,219607
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",048,"Management Consulting","Service payments under $100,000 (113 payees)",0,1759088
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",082,"Special Fees and Services",,926689,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",082,"Special Fees and Services","Service payments under $100,000 (885 payees)",0,926689
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",086,"Temporary Help Services",,292947,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",086,"Temporary Help Services","Service payments under $100,000 (10 payees)",0,292947
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",087,"Interpretation and Translation Services",,3232714,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",087,"Interpretation and Translation Services","Department of Public Works and Government Services, Gatineau, Quebec",0,3182000
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",087,"Interpretation and Translation Services","Service payments under $100,000 (14 payees)",0,50714
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services",,15466103,0
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Canada Revenue Agency, Ottawa, Ontario",0,1727483
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Canadian Linen & Uniform Service, Toronto, Ontario",0,101207
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Concentric Associates International Incorporated, Ottawa, Ontario",0,105500
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Department of Employment and Social Development, Gatineau, Quebec",0,100000
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Department of Public Works and Government Services, Gatineau, Quebec",0,2741528
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Department of Transport, Ottawa, Ontario",0,509577
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","National Research Council of Canada, Ottawa, Ontario",0,532654
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Public Service Commission, Ottawa, Ontario",0,104298
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Service payments under $100,000 (1,002 payees)",0,1816252
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Simplex Industries Inc, Ottawa, Ontario",0,283166
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Statistics Canada, Ottawa, Ontario",0,7320115
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",089,"Other Services","Treasury Board Secretariat, Ottawa, Ontario",0,124323
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services",,1739452,0
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","Deloitte LLP, Ottawa, Ontario",0,357905
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","Ernst & Young LLP, Toronto, Ontario",0,231712
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","KPMG LLP, Toronto, Ontario",0,143803
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","PricewaterhouseCoopers LLP, Toronto, Ontario",0,132311
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","Samson & Associates, Gatineau, Quebec",0,194512
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","Sen-X Environmental Consultants Inc, Markham, Ontario",0,118775
2018/2019,07,Finance,002,"Office of the Auditor General",040,"Business Services","Service payments under $100,000 (108 payees)",0,560434
2018/2019,07,Finance,002,"Office of the Auditor General",041,"Legal Services",,182625,0
2018/2019,07,Finance,002,"Office of the Auditor General",041,"Legal Services","Service payments under $100,000 (3 payees)",0,182625
2018/2019,07,Finance,002,"Office of the Auditor General",044,"Training and Educational Services",,1012669,0
2018/2019,07,Finance,002,"Office of the Auditor General",044,"Training and Educational Services","Canada School of Public Service, Ottawa, Ontario",0,130870
2018/2019,07,Finance,002,"Office of the Auditor General",044,"Training and Educational Services","Deloitte LLP, Ottawa, Ontario",0,124573
2018/2019,07,Finance,002,"Office of the Auditor General",044,"Training and Educational Services","Service payments under $100,000 (87 payees)",0,757226
2018/2019,07,Finance,002,"Office of the Auditor General",045,"Health and Welfare Services",,60401,0
2018/2019,07,Finance,002,"Office of the Auditor General",045,"Health and Welfare Services","Service payments under $100,000 (3 payees)",0,60401
2018/2019,07,Finance,002,"Office of the Auditor General",046,"Protection Services",,180758,0
2018/2019,07,Finance,002,"Office of the Auditor General",046,"Protection Services","Department of Industry, Ottawa, Ontario",0,180758
2018/2019,07,Finance,002,"Office of the Auditor General",047,"Informatics Services",,417129,0
2018/2019,07,Finance,002,"Office of the Auditor General",047,"Informatics Services","Cistel Technology Inc, Ottawa, Ontario",0,120757
2018/2019,07,Finance,002,"Office of the Auditor General",047,"Informatics Services","RPDATA Solutions Inc, Whitby, Ontario",0,114210
2018/2019,07,Finance,002,"Office of the Auditor General",047,"Informatics Services","Service payments under $100,000 (8 payees)",0,182162
2018/2019,07,Finance,002,"Office of the Auditor General",048,"Management Consulting",,204585,0
2018/2019,07,Finance,002,"Office of the Auditor General",048,"Management Consulting","Service payments under $100,000 (13 payees)",0,204585
2018/2019,07,Finance,002,"Office of the Auditor General",082,"Special Fees and Services",,1197748,0
2018/2019,07,Finance,002,"Office of the Auditor General",082,"Special Fees and Services","Canadian Audit and Accountability Foundation, Ottawa, Ontario",0,722915
2018/2019,07,Finance,002,"Office of the Auditor General",082,"Special Fees and Services","Chartered Professional Accountants of Ontario, Toronto, Ontario",0,152260
2018/2019,07,Finance,002,"Office of the Auditor General",082,"Special Fees and Services","Service payments under $100,000 (298 payees)",0,322573
2018/2019,07,Finance,002,"Office of the Auditor General",087,"Interpretation and Translation Services",,598462,0
2018/2019,07,Finance,002,"Office of the Auditor General",087,"Interpretation and Translation Services","Department of Public Works and Government Services, Gatineau, Quebec",0,598462
2018/2019,07,Finance,002,"Office of the Auditor General",089,"Other Services",,262789,0
2018/2019,07,Finance,002,"Office of the Auditor General",089,"Other Services","Service payments under $100,000 (36 payees)",0,262789
2018/2019,19,"Privy Council",004,"Public Service Commission",040,"Business Services",,428578,0
2018/2019,19,"Privy Council",004,"Public Service Commission",040,"Business Services","Employment and Social Development, Gatineau, Quebec",0,264744
2018/2019,19,"Privy Council",004,"Public Service Commission",040,"Business Services","Service payments under $100,000 (14 payees)",0,60709
2018/2019,19,"Privy Council",004,"Public Service Commission",040,"Business Services","Treasury Board Secretariat, Ottawa, Ontario",0,103125
2018/2019,19,"Privy Council",004,"Public Service Commission",041,"Legal Services",,1242540,0
2018/2019,19,"Privy Council",004,"Public Service Commission",041,"Legal Services","Justice, Ottawa, Ontario",0,1242540
2018/2019,19,"Privy Council",004,"Public Service Commission",044,"Training and Educational Services",,864475,0
2018/2019,19,"Privy Council",004,"Public Service Commission",044,"Training and Educational Services","Service payments under $100,000 (99 payees)",0,864475
2018/2019,19,"Privy Council",004,"Public Service Commission",045,"Health and Welfare Services",,53796,0
2018/2019,19,"Privy Council",004,"Public Service Commission",045,"Health and Welfare Services","Service payments under $100,000 (7 payees)",0,53796
2018/2019,19,"Privy Council",004,"Public Service Commission",046,"Protection Services",,280949,0
2018/2019,19,"Privy Council",004,"Public Service Commission",046,"Protection Services","Public Works and Government Services Canada, Gatineau, Quebec",0,264668
2018/2019,19,"Privy Council",004,"Public Service Commission",046,"Protection Services","Service payments under $100,000 (6 payees)",0,16281
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services",,3444281,0
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","ADRM Technology Consulting Group Corp, Ottawa, Ontario",0,681322
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Code for Canada, Toronto, Ontario",0,376326
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","CSI Consulting Inc, Toronto, Ontario",0,217838
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Gartner Canada Co, Toronto, Ontario",0,108653
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Maplesoft Consulting Inc, Ottawa, Ontario",0,256284
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Modis Canada Inc, Toronto, Ontario",0,403189
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","S.I. Systems Partnership, Calgary, Alberta",0,566035
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Service payments under $100,000 (5 payees)",0,194560
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Shared Services Canada, Ottawa, Ontario",0,390699
2018/2019,19,"Privy Council",004,"Public Service Commission",047,"Informatics Services","Systemscope Inc, Ottawa, Ontario",0,249375
2018/2019,19,"Privy Council",004,"Public Service Commission",048,"Management Consulting",,843506,0
2018/2019,19,"Privy Council",004,"Public Service Commission",048,"Management Consulting","Gartner Canada Co, Toronto, Ontario",0,247809
2018/2019,19,"Privy Council",004,"Public Service Commission",048,"Management Consulting","National Research Council of Canada, Ottawa, Ontario",0,142400
2018/2019,19,"Privy Council",004,"Public Service Commission",048,"Management Consulting","Service payments under $100,000 (14 payees)",0,453297
2018/2019,19,"Privy Council",004,"Public Service Commission",082,"Special Fees and Services",,76007,0
2018/2019,19,"Privy Council",004,"Public Service Commission",082,"Special Fees and Services","Service payments under $100,000 (42 payees)",0,76007
2018/2019,19,"Privy Council",004,"Public Service Commission",086,"Temporary Help Services",,132959,0
2018/2019,19,"Privy Council",004,"Public Service Commission",086,"Temporary Help Services","Service payments under $100,000 (6 payees)",0,132959
2018/2019,19,"Privy Council",004,"Public Service Commission",087,"Interpretation and Translation Services",,305877,0
2018/2019,19,"Privy Council",004,"Public Service Commission",087,"Interpretation and Translation Services","Public Works and Government Services Canada, Gatineau, Quebec",0,230533
2018/2019,19,"Privy Council",004,"Public Service Commission",087,"Interpretation and Translation Services","Service payments under $100,000 (5 payees)",0,75344
2018/2019,19,"Privy Council",004,"Public Service Commission",089,"Other Services",,2862775,0
2018/2019,19,"Privy Council",004,"Public Service Commission",089,"Other Services","Canada Post Corporation, Ottawa, Ontario",0,433557
