Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Proj-desc_eng,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",41,"Legal Services","Service payments under $100,000 (39 payees)",0,364868
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",42,"Engineering and Architectural Services",,7061568,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",42,"Engineering and Architectural Services","Alcaide Webster Architects Inc, Ottawa, Ontario",0,196564
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",42,"Engineering and Architectural Services","Public Works and Government Services, Gatineau, Quebec",0,6038411
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",42,"Engineering and Architectural Services","Service payments under $100,000 (150 payees)",0,826593
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services",,9958868,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Cropseed Ltd, Auckland, New Zealand",0,318886
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Dovetail Genomics, Santa Cruz, California",0,211430
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Elmhirst Diagnostics & Research, Abbotsford, British Columbia",0,122120
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Génome Québec, Montréal, Quebec",0,583760
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","ICMS Inc, Portage la Prairie, Manitoba",0,257401
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Maxxam Analytics Inc, Mississauga, Ontario",0,220717
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Natural Sciences and Engineering Research Council, Ottawa, Ontario",0,2073701
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Nucro-Technics, Scarborough, Ontario",0,297060
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Service payments under $100,000 (414 payees)",0,4192488
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","South Nation Conservation, Finch, Ontario",0,122875
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Southern Seed Technology Ltd, Christchurch, New Zealand",0,284345
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","St Boniface General Hospital, Winnipeg, Manitoba",0,171656
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","Syndicat des producteurs de lapins du Québec, Longueuil, Quebec",0,137228
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","University of Alberta, Edmonton, Alberta",0,198800
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","University of Guelph, Guelph, Ontario",0,447169
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",43,"Scientific and Research Services","University of Manitoba, Winnipeg, Manitoba",0,319232
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services",,4099870,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services","Académie de formation linguistique, Ottawa, Ontario",0,131609
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services","Graybridge Malkam, Ottawa, Ontario",0,157857
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services","Knowledge Circle Learning Services Inc, Ottawa, Ontario",0,107188
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services","La Cité, Ottawa, Ontario",0,133246
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",44,"Training and Educational Services","Service payments under $100,000 (1,403 payees)",0,3569970
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",45,"Health and Welfare Services",,92002,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",45,"Health and Welfare Services","Service payments under $100,000 (34 payees)",0,92002
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services",,3644239,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Calgary, Alberta",0,244156
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Montréal, Quebec",0,325756
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Ottawa, Ontario",0,2108033
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Québec, Quebec",0,164269
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Regina, Saskatchewan",0,126573
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Commissionaires, Vancouver, British Columbia",0,211673
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Public Works and Government Services, Gatineau, Quebec",0,120376
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",46,"Protection Services","Service payments under $100,000 (40 payees)",0,343403
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services",,39550636,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Apption, Ottawa, Ontario",0,781670
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","ADGA Group Consultants Inc, Ottawa, Ontario",0,1217146
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Bell Canada, Ottawa, Ontario",0,290848
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Cache Consulting, Ottawa, Ontario",0,2956084
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Calian Technologies Ltd, Ottawa, Ontario",0,109260
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Canadian Food Inspection Agency, Ottawa, Ontario",0,343659
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Cistel Technology Inc, Ottawa, Ontario",0,175215
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","CORADIX Technology Consulting Ltd, Ottawa, Ontario",0,576617
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Coretracks Inc, Ottawa, Ontario",0,460559
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","CGI Information Systems & Management Consultants Inc, Montréal, Quebec",0,354801
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Dalian Enterprises Inc, Ottawa, Ontario",0,205203
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Donna Cona Inc, Ottawa, Ontario",0,2050781
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Emerion Inc, Ottawa, Ontario",0,259808
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Equasion Business Technologies Consulting Inc, Ottawa, Ontario",0,263220
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Fujitsu Consulting Inc, Ottawa, Ontario",0,100000
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Gartner Inc, Toronto, Ontario",0,199671
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Holonics Inc, Gatineau, Quebec",0,418197
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Industry, Ottawa, Ontario",0,211260
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","IBM Canada Ltd, Toronto, Ontario",0,9642314
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","ITnet Ottawa Inc, Ottawa, Ontario",0,427456
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","I4C Consulting Inc, Kanata, Ontario",0,1415068
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","KTL Group Inc, Ottawa, Ontario",0,162000
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","MGIS Inc, Ottawa, Ontario",0,456552
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Natural Resources, Ottawa, Ontario",0,168270
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Public Works and Government Services, Gatineau, Quebec",0,4545711
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","RFP Solutions Inc, Ottawa, Ontario",0,217819
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Service payments under $100,000 (53 payees)",0,744651
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Shared Services Canada, Ottawa, Ontario",0,6860302
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Systematix Inc, Ottawa, Ontario",0,995841
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Systemscope Inc, Ottawa, Ontario",0,625443
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","SI Systems Ltd, Calgary, Alberta",0,464500
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","The Halifax Computer Consulting Group Inc, Ottawa, Ontario",0,167500
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","TEKsystems Canada Inc, Mississauga, Ontario",0,310491
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",47,"Informatics Services","Veritaaq Technology House Inc, Ottawa, Ontario",0,1372719
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting",,3074590,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","altisHR, Ottawa, Ontario",0,272492
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","BDO Canada LLP, Ottawa, Ontario",0,244586
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Doyletech Corporation, Ottawa, Ontario",0,151340
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Ference & Company Consulting Ltd, Vancouver, British Columbia",0,174900
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Goss Gilroy Inc, Ottawa, Ontario",0,196420
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Intersol Group Ltd, Ottawa, Ontario",0,103718
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Morneau Shepell Ltd, Toronto, Ontario",0,221797
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","RA Malatest & Associates Ltd, Ottawa, Ontario",0,304822
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",48,"Management Consulting","Service payments under $100,000 (104 payees)",0,1404515
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",82,"Special Fees and Services",,898608,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",82,"Special Fees and Services","Service payments under $100,000 (839 payees)",0,898608
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",86,"Temporary Help Services",,80886,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",86,"Temporary Help Services","Service payments under $100,000 (7 payees)",0,80886
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",87,"Interpretation and Translation Services",,3437690,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",87,"Interpretation and Translation Services","Public Works and Government Services, Gatineau, Quebec",0,3386737
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",87,"Interpretation and Translation Services","Service payments under $100,000 (16 payees)",0,50953
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services",,17648765,0
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Canada Revenue Agency, Ottawa, Ontario",0,1213480
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Canadian Grain Commission, Ottawa, Ontario",0,214519
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Employment and Social Development, Gatineau, Quebec",0,260000
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Health, Ottawa, Ontario",0,145519
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","National Research Council of Canada, Ottawa, Ontario",0,489283
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Public Service Commission, Ottawa, Ontario",0,130078
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Public Works and Government Services, Gatineau, Quebec",0,4508633
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Rideau Recognition Solutions Inc, Montréal, Quebec",0,118583
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Service payments under $100,000 (1,105 payees)",0,2607034
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Simplex Industries Inc, Ottawa, Ontario",0,163739
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Statistics Canada, Ottawa, Ontario",0,7135865
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Transport, Ottawa, Ontario",0,557532
2017/2018,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food",89,"Other Services","Treasury Board Secretariat, Ottawa, Ontario",0,104500
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services",,2381026,0
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","Deloitte LLP, Ottawa, Ontario",0,382207
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","Ernst & Young LLP, Toronto, Ontario",0,287712
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","KPMG LLP, Toronto, Ontario",0,266732
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","Marcil Lavallée, Ottawa, Ontario",0,161360
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","PricewaterhouseCoopers LLP, Toronto, Ontario",0,198805
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","Samson & Associates, Gatineau, Quebec",0,420317
2017/2018,07,Finance,002,"Office of the Auditor General",40,"Business Services","Service payments under $100,000 (125 payees)",0,663893
2017/2018,07,Finance,002,"Office of the Auditor General",41,"Legal Services",,8545,0
2017/2018,07,Finance,002,"Office of the Auditor General",41,"Legal Services","Service payments under $100,000 (1 payee)",0,8545
2017/2018,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services",,870851,0
2017/2018,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services","Canada School of Public Service, Ottawa, Ontario",0,130870
2017/2018,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services","Deloitte LLP, Ottawa, Ontario",0,129243
2017/2018,07,Finance,002,"Office of the Auditor General",44,"Training and Educational Services","Service payments under $100,000 (88 Payees)",0,610738
2017/2018,07,Finance,002,"Office of the Auditor General",45,"Health and Welfare Services",,45813,0
2017/2018,07,Finance,002,"Office of the Auditor General",45,"Health and Welfare Services","Service payments under $100,000 (4 Payees)",0,45813
2017/2018,07,Finance,002,"Office of the Auditor General",46,"Protection Services",,167772,0
2017/2018,07,Finance,002,"Office of the Auditor General",46,"Protection Services","Industry, Ottawa, Ontario",0,167772
2017/2018,07,Finance,002,"Office of the Auditor General",47,"Informatics Services",,344621,0
2017/2018,07,Finance,002,"Office of the Auditor General",47,"Informatics Services","RPDATA Solutions Inc, Whitby, Ontario",0,109700
2017/2018,07,Finance,002,"Office of the Auditor General",47,"Informatics Services","Service payments under $100,000 (13 Payees)",0,234921
2017/2018,07,Finance,002,"Office of the Auditor General",48,"Management Consulting",,76764,0
2017/2018,07,Finance,002,"Office of the Auditor General",48,"Management Consulting","Service payments under $100,000 (9 Payees)",0,76764
2017/2018,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services",,954677,0
2017/2018,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","Canadian Audit and Accountability Foundation, Ottawa, Ontario",0,497915
2017/2018,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","Chartered Professional Accountants of Ontario, Toronto, Ontario",0,166260
2017/2018,07,Finance,002,"Office of the Auditor General",82,"Special Fees and Services","Service payments under $100,000 (169 Payees)",0,290502
2017/2018,07,Finance,002,"Office of the Auditor General",86,"Temporary Help Services",,14015,0
2017/2018,07,Finance,002,"Office of the Auditor General",86,"Temporary Help Services","Service payments under $100,000 (1 payee)",0,14015
2017/2018,07,Finance,002,"Office of the Auditor General",87,"Interpretation and Translation Services",,610135,0
2017/2018,07,Finance,002,"Office of the Auditor General",87,"Interpretation and Translation Services","Public Works and Government Services, Gatineau, Quebec",0,610135
2017/2018,07,Finance,002,"Office of the Auditor General",89,"Other Services",,157565,0
2017/2018,07,Finance,002,"Office of the Auditor General",89,"Other Services","Service payments under $100,000 (34 Payees)",0,157565
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",40,"Business Services",,577141,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",40,"Business Services","Employment and Social Development Canada, Gatineau, Quebec",0,238137
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",40,"Business Services","Service payments under $100,000 (25 payees)",0,339004
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",41,"Legal Services",,1210522,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",41,"Legal Services","Justice Canada, Ottawa, Ontario",0,1210522
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",44,"Training and Educational Services",,603347,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",44,"Training and Educational Services","Service payments under $100,000 (108 payees)",0,603347
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",45,"Health and Welfare Services",,77462,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",45,"Health and Welfare Services","Service payments under $100,000 (8 payees)",0,77462
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",46,"Protection Services",,299288,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",46,"Protection Services","Public Services and Procurement Canada, Gatineau, Quebec",0,269866
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",46,"Protection Services","Service payments under $100,000 (8 payees)",0,29422
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services",,3780762,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","ADRM Technology Consulting Group Corp, Ottawa, Ontario",0,336314
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","LNW Consulting Inc, Richmond, Ontario",0,235259
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","Modis Canada Inc, Toronto, Ontario",0,881499
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","MSC Maplesoft Consulting, Ottawa, Ontario",0,453467
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","Public Services and Procurement Canada, Gatineau, Quebec",0,127048
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","Service payments under $100,000 (6 payees)",0,124771
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","Shared Services Canada, Ottawa, Ontario",0,417054
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",47,"Informatics Services","Systemscope Inc, Ottawa, Ontario",0,1205350
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",48,"Management Consulting",,752481,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",48,"Management Consulting","Service payments under $100,000 (10 payees)",0,167481
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",48,"Management Consulting","Statistics Canada, Ottawa, Ontario",0,585000
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",82,"Special Fees and Services",,92896,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",82,"Special Fees and Services","Service payments under $100,000 (34 payees)",0,92896
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",86,"Temporary Help Services",,66661,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",86,"Temporary Help Services","Service payments under $100,000 (7 payees)",0,66661
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",87,"Interpretation and Translation Services",,306764,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",87,"Interpretation and Translation Services","Public Services and Procurement Canada, Gatineau, Quebec",0,226432
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",87,"Interpretation and Translation Services","Service payments under $100,000 (4 payees)",0,80332
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",89,"Other Services",,1984018,0
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",89,"Other Services","Canada Post Corporation, Ottawa, Ontario",0,424404
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",89,"Other Services","Service payments under $100,000 (73 payees)",0,1382176
2017/2018,20,"Public Services and Procurement",004,"Public Service Commission",89,"Other Services","Shared Services Canada, Ottawa, Ontario",0,177438
2017/2018,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development",40,"Business Services",,38068342,0
2017/2018,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development",40,"Business Services","Agrepm Arts-Lux, Brussels, Belgium",0,319963
