Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Rpt-obj_Art-rppt_fra,Proj-desc_eng,Proj-desc_fra,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Rakuten Group Inc, Tokyo, Japan","Rakuten Group Inc, Tokyo, Japan",0,217052
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Raymond Chabot Grand Thornton, Ottawa, Ontario","Raymond Chabot Grand Thornton, Ottawa, Ontario",0,118981
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Royal Moving and Storage, Ottawa, Ontario","Royal Moving and Storage, Ottawa, Ontario",0,469646
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Samson & Associates, Gatineau, Quebec","Samson & Associés, Gatineau, Québec",0,218033
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Scollard Maintenance Limited, Edmonton, Alberta","Scollard Maintenance Limited, Edmonton, Alberta",0,408998
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Service payments under $100,000 (501 payees)","Paiements de service inférieurs à 100 000 $ (501 bénéficiaires)",0,3877385
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Service Star Building Cleaning Inc, Ottawa, Ontario","Service Star Building Cleaning Inc, Ottawa, Ontario",0,954617
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Skyblue Services Corporation, Edmonton, Alberta","Skyblue Services Corporation, Edmonton, Alberta",0,311382
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",040,"Business Services","Services commerciaux","Welch LLP, Ottawa, Ontario","Welch S E N C R L/s r l, Ottawa, Ontario",0,101587
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques",,,7055914,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Department of Justice, Ottawa, Ontario","Ministère de la Justice, Ottawa, Ontario",0,4415723
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Jones Day, Washington, District of Columbia","Jones Day, Washington, District de Columbia",0,2404286
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",041,"Legal Services","Services juridiques","Service payments under $100,000 (64 payees)","Paiements de service inférieurs à 100 000 $ (64 bénéficiaires)",0,235905
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture",,,11646675,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Bouthillette Parizeau Inc, Montréal, Quebec","Bouthillette Parizeau Inc, Montréal, Québec",0,159976
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Department of Public Works and Government Services, Gatineau, Québec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,11003696
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",042,"Engineering and Architectural Services","Services techniques et d'architecture","Service payments under $100,000 (64 payees)","Paiements de service inférieurs à 100 000 $ (64 bénéficiaires)",0,483003
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche",,,7946480,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Ag-Quest Inc, Minto, Manitoba","Ag-Quest Inc, Minto, Manitoba",0,226531
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Central Testing Laboratory Ltd, Winnipeg, Manitoba","Central Testing Laboratory Ltd, Winnipeg, Manitoba",0,182450
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Cropseed Ltd, Auckland, New Zealand","Cropseed Ltd, Auckland, Nouvelle-Zélande",0,225775
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Department of the Environment, Gatineau, Quebec","Ministère de l'Environnement, Gatineau, Québec",0,206709
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Enns Brothers Ltd, Oak Bluff, Manitoba","Enns Brothers Ltd, Oak Bluff, Manitoba",0,210585
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Genome Quebec, Montréal, Quebec","Génome Québec, Montréal, Québec",0,637035
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Global Institute for Food Security, Saskatoon, Saskatchewan","Global Institute for Food Security, Saskatoon, Saskatchewan",0,102652
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","ICMS Inc, Portage la Prairie, Manitoba","ICMS Inc, Portage la Prairie, Manitoba",0,121233
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Meghan Masson, Quesnel, Quebec","Meghan Masson, Quesnel, Québec",0,100150
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Service payments under $100,000 (329 payees)","Paiements de service inférieurs à 100 000 $ (329 bénéficiaires)",0,3893905
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Sirati & Partners Consultants Ltd, King City, Ontario","Sirati & Partners Consultants Ltd, King City, Ontario",0,539028
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","St Boniface Hospital, Winnipeg, Manitoba","Hôpital Saint-Boniface, Winnipeg, Manitoba",0,197164
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Statistics Canada, Ottawa, Ontario","Statistique Canada, Ottawa, Ontario",0,130249
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Alberta, Edmonton, Alberta","Université de l'Alberta, Edmonton, Alberta",0,334352
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Guelph, Guelph, Ontario","University of Guelph, Guelph, Ontario",0,678045
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",043,"Scientific and Research Services","Services scientifiques et de recherche","Wood PLC, Toronto, Ontario","Wood PLC, Toronto, Ontario",0,160617
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation",,,3626533,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Fast Forward French Inc, Ottawa, Ontario","Fast Forward French Inc, Ottawa, Ontario",0,195812
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Graybridge Malkam, Ottawa, Ontario","Graybridge Malkam, Ottawa, Ontario",0,185324
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Language Research Development Group, Montréal, Quebec","Language Research Development Group, Montréal, Québec",0,127588
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","Service payments under $100,000 (931 payees)","Paiements de service inférieurs à 100 000 $ (931 bénéficiaires)",0,2844294
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","The Retirement Planning Institute, Ottawa, Ontario","L'Institut de planification de la retraite, Ottawa, Ontario",0,141265
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",044,"Training and Educational Services","Services d'enseignement et de formation","University of Ottawa, Ottawa, Ontario","Université d'Ottawa, Ottawa, Ontario",0,132250
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être",,,555377,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être","Oncidium, Vaughan, Ontario","Oncidium, Vaughan, Ontario",0,188433
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être","Service payments under $100,000 (50 payees)","Paiements de service inférieurs à 100 000 $ (50 bénéficiaires)",0,27043
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",045,"Health and Welfare Services","Services de santé et de bien-être","Telus Health (Canada) Ltd, Toronto, Ontario","Telus Health (Canada) Ltd, Toronto, Ontario",0,339901
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection",,,3858940,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Calgary, Alberta","Commissionnaires, Calgary, Alberta",0,268445
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Montréal, Quebec","Commissionnaires, Montréal, Québec",0,285657
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Ottawa, Ontario","Commissionnaires, Ottawa, Ontario",0,2405236
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Québec, Quebec","Commissionnaires, Québec, Québec",0,181017
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Commissionaires, Saint John, New Brunswick","Commissionnaires, Saint John, Nouveau-Brunswick",0,128758
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Paladin Security Group Ltd, Burnaby, British Columbia","Paladin Security Group Ltd, Burnaby, Colombie-Britannique",0,185916
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",046,"Protection Services","Services de protection","Service payments under $100,000 (24 payees)","Paiements de service inférieurs à 100 000 $ (24 bénéficiaires)",0,403911
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques",,,55787094,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Altis Human Resources, Ottawa, Ontario","Altis Human Resources, Ottawa, Ontario",0,541965
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Amazon Web Services Inc, Seattle, Washington","Amazon Web Services Inc, Seattle, Washington",0,573854
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Apption, Ottawa, Ontario","Apption, Ottawa, Ontario",0,377953
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","ADRM Technology Consulting Group Corp, Ottawa, Ontario","ADRM Technology Consulting Group Corp, Ottawa, Ontario",0,1348869
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Bell Canada, Ottawa, Ontario","Bell Canada, Ottawa, Ontario",0,1360604
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Cache Computer Consulting Corp, Ottawa, Ontario","Cache Computer Consulting Corp, Ottawa, Ontario",0,2362519
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Canadian Agri-Food Policy Institute, Ottawa, Ontario","Institut canadien des politiques agroalimentaires, Ottawa, Ontario",0,122500
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Cistel Technology Inc, Ottawa, Ontario","Cistel Technology Inc, Ottawa, Ontario",0,127185
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Cofomo, Montréal, Quebec","Cofomo, Montréal, Québec",0,4936602
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Coretracks Inc, Ottawa, Ontario","Coretracks Inc, Ottawa, Ontario",0,122364
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","CGI Information Systems & Management Consultants Inc, Montréal, Quebec","Conseillers en gestion et informatique CGI Inc, Montréal, Québec",0,324139
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Department of Industry, Ottawa, Ontario","Ministère de l'Industrie, Ottawa, Ontario",0,254375
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Department of Public Works and Government Services, Gatineau, Québec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,1162213
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire",047,"Informatics Services","Services informatiques","Donna Cona Inc, Ottawa, Ontario","Donna Cona Inc, Ottawa, Ontario",0,752488
