Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Black & McDonald Ltd, Dartmouth, Nova Scotia","Boiler replacement, Charlottetown, Prince Edward Island",974935,974935,974935
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Black & McDonald Ltd, Dartmouth, Nova Scotia","Building 1 growth room humidification systems, Fredericton, New Brunswick",367936,367936,367936
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Black & McDonald Ltd, Moncton, New Brunswick","Condensing boilers, Fredericton, New Brunswick",285694,285694,285694
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Black & McDonald Ltd, Moncton, New Brunswick","Substation electrical upgrades, Fredericton, New Brunswick",250654,250654,250654
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Brandon Heating & Plumbing 1998 Ltd, Brandon, Manitoba","Chiller and cooling tower, Brandon, Manitoba",822544,148838,822544
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Chandos Construction LP, Edmonton, Alberta","Microbiology laboratory renovation, Lacombe, Alberta",734369,730369,730369
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Charles-Auguste Fortier Inc, Québec, Quebec","Relocation of a parking lot, Québec, Quebec",630393,569202,569202
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Chriscan Construction, Saskatoon, Saskatchewan","Elevator replacement, Summerland, British Columbia",955179,305532,897006
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Construction Alain Morin Inc, Windsor, Ontario","Arrangement of sows in groups, Sherbrooke, Quebec",279968,279968,279968
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Construction Alain Morin Inc, Windsor, Ontario","Demolition of building 70 and installation of a hangar, Sherbrooke, Quebec",646598,645598,645598
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Construction Bon-Air, Saint-Félicien, Quebec","Replacement of particles and dust collection equipment systems, Montréal, Quebec",497363,12136,497363
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Construction GCP Inc, Saint-Jean-sur-Richelieu, Quebec","Re-roofing of the garage of building 4, Montréal, Quebec",310976,575,310976
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Construction Mafranc Inc, Saint-Romuald, Quebec","Elevator upgrade, Sherbrooke, Quebec",353304,353304,353304
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Contracts under $250,000 and cost plus contracts under $25,000 (199 contractors)",Total,0,6887922,0
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Couverture Montréal Nord Ltée, St-Léonard, Quebec","Roof refection main building lot 2, Saint-Hyacinthe, Quebec",376906,13998,376906
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","CLS Roofing, Ottawa, Ontario","Central experimental farm building 88 roof replacement, Ottawa, Ontario",1169889,561639,1169889
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Dunwald & Fleming Enterprises Ltd, Calgary, Alberta","Gas line replacement, Lethbridge, Alberta",554085,554085,554085
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Everest Construction Management Ltd, Calgary, Alberta","Feed mill building upgrades, Lethbridge, Alberta",590125,318785,318785
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Jumec Construction, Ottawa, Ontario","Renovations to convert use of building 39 for Indigenous ceremonies, Ottawa, Ontario",1104601,313711,313711
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","K&L Construction (Ontario) Ltd, London, Ontario","Cross connection project, London, Ontario",1025965,979951,979951
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","K&L Construction (Ontario) Ltd, London, Ontario","Exhaust fume manifold project, London, Ontario",2114862,410259,2114862
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","LAT49 Architecture Inc, St John's, Newfoundland and Labrador","St John's research and development centre expansion and retrofit, St John's, Newfoundland and Labrador",1670491,1101011,1313689
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Maple-Reinders Inc, Edmonton, Alberta","Sewer lift station upgrade, Lethbridge, Alberta",1406724,1406724,1406724
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Northbrook Construction Ltd, St John's, Newfoundland and Labrador","Outbuildings renovations, St John's, Newfoundland and Labrador",487729,115851,115851
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Rideau Elevator Services Inc, Embrun, Ontario","Modernization of south freight elevator building 20, Ottawa, Ontario",269000,40350,40350
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Stantec, Lethbridge, Alberta","Architectural and engineering services for irrigation upgrade, Vauxhall, Alberta",380698,0,267343
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Stantec, London, Ontario","Architectural and engineering services for London Exhaust Fume Manifold Project, London, Ontario",298530,8944,115360
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Stantec, Longueuil, Quebec","Architectural and engineering services for replacement of controls, Saint-Hyacinthe, Quebec",420525,134519,365584
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Tecniplast USA Inc, Westchester, Pennsylvania","Vivarium rack washer replacement, Lethbridge, Alberta",305822,305822,305822
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Tikal Construction Ltd, Abbotsford, British Columbia","Equipment storage upgrade, Abbotsford, British Columbia",791900,0,0
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Titan Contracting Ltd, Windsor, Ontario","Harrow building 84 for lab block modernization, Montréal, Quebec",263885,5815,263885
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Vince Ferro Construction Ltd, Windsor, Ontario","Lab modernization, Harrow, Ontario",302068,293068,293068
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Wright Construction Western Inc, Saskatoon, Saskatchewan","Research centre rehabilitation project, Swift Current, Saskatchewan",30894918,1200,30655357
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","WSP Canada Inc, Montréal, Quebec","Architectural and engineering services for supply and installation of a bioreactor, Sherbrooke, Quebec",335608,4909,213772
2020/2021,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","1 x 1 Architecture, Winnipeg, Manitoba","Architectural and engineering services for microbiology laboratory, Lacombe, Alberta",274985,55362,268330
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Build-HAAP Ghana Ltd, Accra, Ghana","Security upgrade, Accra, Ghana",665082,7674,665082
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","BGIS Global Integrated Solutions CA, Markham, Ontario","Lester B. Pearson Rehabilitation Building A, Ontario",12687646,11844495,11844495
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Construction Outfitters International, Boeme, Texas","Design-build and fit-up of chancery, Damascus, Syria",6349317,0,3261795
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Contracts under $250,000 and cost plus contracts under $25,000 (42 contractors)",Total,0,3326588,0
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Epik Taahhut Sanayi IC VE Disticaret AS, Ankara, Turkey","Building upgrades High Commission of Canada, Dhaka, Bangladesh",2485340,367110,367110
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","ES Moss Ltd, Watford, United Kingdom","Refurbishment of staff quarters, London, United Kingdom",966804,626987,950977
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Foreign & CommonWealth Office, Buckinghamshire, United Kingdom","Security upgrade, New Delhi, India",473167,46724,471928
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Green World Unity Construction, Kabul, Afghanistan","Upgrade to staff quarters and dining hall, Kabul, Afghanistan",6264098,0,3506973
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Kancelaria Notarialna Karolina Wolf, Warsaw, Poland","Purchase of staff quarters, Warsaw, Poland",1335400,0,344
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Islamabad, Pakistan",687615,0,179585
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Kabul, Afghanistan",2359816,0,2193535
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Khartoum, Sudan",539502,289,495055
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, New York, New York",1565154,0,844063
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Reykjavik Law Firm, Reykjavik, Iceland","Official residence replacement, Reykjavik, Iceland",2873995,0,2873883
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Saelzer GmbH, Hamburg, Germany","Chancery window upgrade, Islamabad, Pakistan",1782876,273765,1385793
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Samra Enterprises, Islamabad, Pakistan","Chancery perimeter security upgrade, Islamabad, Pakistan",4864073,269554,3617803
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Building upgrade, Addis Ababa, Ethiopia",2545018,138320,2545018
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Chancery modernization-expansion-fit-up-landscaping and swing space, Ouagadougou, Burkina Faso",2861588,1196426,2841587
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Chancery modernization-expansion-fit-up-landscaping and swing space, Riyadh, Saudi Arabia",3387336,0,2918941
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Security upgrade, Tunis, Tunisia",1670599,652882,1670599
2020/2021,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","T3P construction Inc, Longueuil, Quebec","Development of a demonstration window on the 4th floor, Montréal, Quebec",433290,0,426341
2020/2021,06,"Environment and Climate Change",007,"Department of the Environment","Carleton University, Ottawa, Ontario","Repayment of capital lease obligation on leased research building, Ottawa, Ontario",32500000,885979,11720510
2020/2021,06,"Environment and Climate Change",007,"Department of the Environment","Contracts under $250,000 and cost plus contracts under $25,000 (9 contractors)",Total,0,328776,0
2020/2021,07,Finance,011,"Office of the Superintendent of Financial Institutions","BentallGreenOak, Toronto, Ontario","Toronto 26th floor fit-up, Toronto, Ontario",1341814,104927,216203
2020/2021,07,Finance,011,"Office of the Superintendent of Financial Institutions","Contracts under $250,000 and cost plus contracts under $25,000 (5 contractors)",Total,0,-25634,0
2020/2021,07,Finance,011,"Office of the Superintendent of Financial Institutions","Fleming Communications Inc, Ottawa, Ontario","Access Control Modernization",485419,383969,383969
2020/2021,19,"Privy Council",015,"Office of the Chief Electoral Officer","Contracts under $250,000 and cost plus contracts under $25,000(1 contractor)",Total,0,36299,0
2020/2021,19,"Privy Council",015,"Office of the Chief Electoral Officer","Public Works and Government Services Canada, Gatineau, Quebec","Leasehold Improvement - 22 Eddy, Gatineau, Quebec",1423682,517126,1340147
2020/2021,19,"Privy Council",015,"Office of the Chief Electoral Officer","Public Works and Government Services Canada, Gatineau, Quebec","Leasehold Improvement - 30 Victoria, Gatineau, Quebec",1375956,0,1332895
2020/2021,16,"National Defence",018,"Department of National Defence","A. Santin Mason Contractor, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario",1277103,1277103,1277103
2020/2021,16,"National Defence",018,"Department of National Defence","A-Tech Roofing Ltd, Dieppe, New Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia",533064,320000,320000
2020/2021,16,"National Defence",018,"Department of National Defence","A-Tech Roofing Ltd, Dieppe, New Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia",620703,620703,620703
2020/2021,16,"National Defence",018,"Department of National Defence","A-Tech Roofing Ltd, Dieppe, New Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia",1544362,1448318,1448318
2020/2021,16,"National Defence",018,"Department of National Defence","Acadia Roofing & Contracting Limited, Kings County, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",648424,648424,648424
2020/2021,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",251295,57684,57684
2020/2021,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",354752,175039,175039
2020/2021,16,"National Defence",018,"Department of National Defence","Acron Roofing Systems Inc, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",392947,392947,392947
2020/2021,16,"National Defence",018,"Department of National Defence","Ador-A-Floor Hardwood Co Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",677354,0,677354
2020/2021,16,"National Defence",018,"Department of National Defence","Ainsworth Inc, Montréal, Quebec","Construction Works - Buildings, Montréal, Quebec",496668,388541,496668
2020/2021,16,"National Defence",018,"Department of National Defence","Alfred Boivin Inc, Chicoutimi, Quebec","Construction Works - Buildings, Bagotville, Quebec",1462442,1402942,1402942
2020/2021,16,"National Defence",018,"Department of National Defence","All fired up Plumbing & HVAC-R MNK Mechanica, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",551587,113984,113984
2020/2021,16,"National Defence",018,"Department of National Defence","All fired up Plumbing & HVAC-R MNK Mechanica, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",687181,678808,678808
2020/2021,16,"National Defence",018,"Department of National Defence","Allen entrepreneur general inc, St-Henri de Levis, Quebec","Construction Works - Buildings, Valcartier, Quebec",1490101,1475101,1475101
2020/2021,16,"National Defence",018,"Department of National Defence","Almiq Contracting Ltd, Iqaluit, Nunavut","Nanisivik Construction and Consulting Services, Nanisivik, Nunavut",73651861,2900350,67374227
2020/2021,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Bagotville, Quebec",3714634,275000,275000
2020/2021,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Bagotville, Quebec",1247388,443515,443515
2020/2021,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Bagotville, Quebec",1608663,1500093,1500093
2020/2021,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",2127315,1598784,2030184
2020/2021,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",2151193,1300,2151193
2020/2021,16,"National Defence",018,"Department of National Defence","Amron Construction, Redcliff, Alberta","Construction Works - Buildings, Edmonton, Alberta",511911,68819,68819
2020/2021,16,"National Defence",018,"Department of National Defence","Apex Steel & Gas Ltd, Victoria, British Columbia","Construction Works - Buildings, Esquimalt, British Columbia",1389147,1196050,1196050
2020/2021,16,"National Defence",018,"Department of National Defence","Apex Steel & Gas Ltd, Victoria, British Columbia","Construction Works - Buildings, Victoria, British Columbia",939250,13756,929250
2020/2021,16,"National Defence",018,"Department of National Defence","Architecture49 Inc, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",1443744,970371,970371
2020/2021,16,"National Defence",018,"Department of National Defence","Armoclan Engineering Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario",2431875,64643,2431875
2020/2021,16,"National Defence",018,"Department of National Defence","Asbestos Abatement Limited, Dartmouth, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",435970,0,435970
2020/2021,16,"National Defence",018,"Department of National Defence","Astra Energy Services Corp o/a Astra, Calgary, Alberta","Construction Works - Buildings, Edmonton, Alberta",1248108,842974,842974
2020/2021,16,"National Defence",018,"Department of National Defence","Atlantic Roofers Limited (Dartmouth), Elmsdale, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",378620,129384,378620
2020/2021,16,"National Defence",018,"Department of National Defence","Atlantic Roofers Ltd, Cocagne, New Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia",332300,0,0
2020/2021,16,"National Defence",018,"Department of National Defence","Atlantic Roofers Ltd, Cocagne, New Brunswick","Construction Works - Buildings, Halifax, Nova Scotia",1225200,1217200,1217200
2020/2021,16,"National Defence",018,"Department of National Defence","Atlantic Roofers Ltd, Cocagne, New Brunswick","Construction Works - Buildings, Halifax, Nova Scotia",348144,27427,348144
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Fredericton, New Brunswick",2046391,219800,2046391
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Fredericton, New Brunswick",712262,6973,712262
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Gagetown, New Brunswick",1492278,1166908,1166908
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1343875,166487,166487
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",433239,31869,433239
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",307829,307829,307829
2020/2021,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",1146600,30000,30000
2020/2021,16,"National Defence",018,"Department of National Defence","AA Sturgeon Construction Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",1282506,567735,567735
2020/2021,16,"National Defence",018,"Department of National Defence","ABB inc, Dartmouth, Nova Scotia","Construction Works - Buildings, Gagetown, New Brunswick",822400,706475,706475
2020/2021,16,"National Defence",018,"Department of National Defence","ABCP Architecture, Québec, Quebec","Construction Works - Buildings, Valcartier, Quebec",507691,70660,326401
2020/2021,16,"National Defence",018,"Department of National Defence","AECOM Canada Ltd, Calgary, Alberta","Construction Works - Buildings, Suffield, Alberta",251221,34555,181190
2020/2021,16,"National Defence",018,"Department of National Defence","AFW Construction Ltd, Kingston, Ontario","Construction Works - Buildings, Trenton, Ontario",739202,727452,727452
2020/2021,16,"National Defence",018,"Department of National Defence","AGC and Associates Inc, Trenton, Ontario","Construction Works - Buildings, Trenton, Ontario",870084,860084,860084
2020/2021,16,"National Defence",018,"Department of National Defence","AKM Group Limited, Toronto, Ontario","Construction Works - Buildings, Kingston, Ontario",1987600,915092,915092
2020/2021,16,"National Defence",018,"Department of National Defence","AMAN Builders Inc, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",42584729,131250,42533084
2020/2021,16,"National Defence",018,"Department of National Defence","ATCO Structures & Logistics, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta",1091294,626323,1091294
2020/2021,16,"National Defence",018,"Department of National Defence","Be-Con Inc, Québec, Quebec","Construction Works - Buildings, Valcartier, Quebec",784142,767826,767826
2020/2021,16,"National Defence",018,"Department of National Defence","Bel-Con Design-Builders Ltd, Belleville, Ontario","Construction Works - Buildings, Trenton, Ontario",319580,319580,319580
2020/2021,16,"National Defence",018,"Department of National Defence","Ben Wiebe Construction (1985) Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba",1829837,39017,1829837
2020/2021,16,"National Defence",018,"Department of National Defence","Bernard Rochefort Limited, Astorville, Ontario","Construction Works - Buildings, North Bay, Ontario",846850,84175,84175
2020/2021,16,"National Defence",018,"Department of National Defence","Biamar Building Systems Ltd, Victoria, British Columbia","Construction Works - Buildings, Esquimalt, British Columbia",317484,217911,217911
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Bedford, Nova Scotia","Construction Works - Buildings, Bedford, Nova Scotia",12948698,73894,12891612
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Bedford, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",1550039,209800,209800
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Bedford, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",399900,0,0
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Quispamsis, New Brunswick","Construction Works - Buildings, Halifax, Nova Scotia",5039900,0,0
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, St John's, Newfoundland and Labrador","Construction Works - Buildings, Halifax, Nova Scotia",5768074,615408,5553829
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, St John's, Newfoundland and Labrador","Construction Works - Buildings, Halifax, Nova Scotia",1260053,251874,1260053
2020/2021,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",6127085,4211651,4211651
2020/2021,16,"National Defence",018,"Department of National Defence","Black & McDonald Limited (Scarborough), Scarborough, Ontario","Construction Works - Buildings, Victoria, British Columbia",3371558,3301376,3301376
2020/2021,16,"National Defence",018,"Department of National Defence","Black & McDonald Limited, Saskatoon, Saskatchewan","Construction Works - Buildings, Moose Jaw, Saskatchewan",1194389,713647,713647
2020/2021,16,"National Defence",018,"Department of National Defence","Black & McDonald Limited, Saskatoon, Saskatchewan","Construction Works - Buildings, Moose Jaw, Saskatchewan",609116,84500,84500
2020/2021,16,"National Defence",018,"Department of National Defence","Black & McDonald Limited, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",424795,399640,424435
2020/2021,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",1983162,1618321,1854744
2020/2021,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Toronto, Ontario",347368,0,347368
2020/2021,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Toronto, Ontario",462903,173814,462903
2020/2021,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Property & Facilities Management, Ottawa, Ontario",965842,73360,965842
2020/2021,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Upgrade to High Voltage Distribution System, Ottawa, Ontario",11129653,502252,11129653
2020/2021,16,"National Defence",018,"Department of National Defence","Blue Water Construction (2010) Ltd, Powerview, Manitoba","Construction Works - Buildings, Shilo, Manitoba",463334,453334,463334
2020/2021,16,"National Defence",018,"Department of National Defence","Blunden Construction (1995) Limited, Halifax, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",857835,854585,854585
2020/2021,16,"National Defence",018,"Department of National Defence","Blunden Construction (1995) Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",908866,662016,662016
2020/2021,16,"National Defence",018,"Department of National Defence","Blunden Construction (1995) Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",519469,407146,407146
2020/2021,16,"National Defence",018,"Department of National Defence","Blunden Construction (1995) Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",1568695,1140144,1140144
2020/2021,16,"National Defence",018,"Department of National Defence","Boald Construction Management Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",980000,39737,39737
2020/2021,16,"National Defence",018,"Department of National Defence","Bondfield Construction Company Ltd, Vaughan, Ontario","Construction Works - Buildings, Petawawa, Ontario",33676266,1263155,33457685
2020/2021,16,"National Defence",018,"Department of National Defence","Boulder Mechanical Contractors Ltd, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta",1025000,36431,36431
2020/2021,16,"National Defence",018,"Department of National Defence","Brandon Heating & Plumbing, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",801222,770035,770035
2020/2021,16,"National Defence",018,"Department of National Defence","Brilun Construction Ltd, Sydney, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",612829,612829,612829
2020/2021,16,"National Defence",018,"Department of National Defence","Buddy Haegele Enterprises Ltd, Belleville, Ontario","Construction Works - Buildings, Trenton, Ontario",1201946,700064,1201946
