Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Cougar Engineering & Construction Ltd, St John's, Newfoundland and Labrador","Sanitary sewer upgrades, St John's research and development centre, St John's, Newfoundland and Labrador",963875,963875,963875
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Defran Inc, Gatineau, Quebec","Saunders renovation, building 49, Ottawa, Ontario",267324,171592,171592
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Energy Network Services Inc, Richmond Hill, Ontario","Lightning retrofit, Kentville, Nova Scotia",517723,517723,517723
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Finn Construction Ltd, Saskatoon, Saskatchewan","Rehabilitation of Highfield dam, Rush Lake, Saskatchewan",1580865,0,1223608
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Fournier Gersovitz Moss Drolet & Associés Architectes, Montréal, Quebec","Architectural and engineering services for building 54 envelope conservation, Ottawa, Ontario",502624,0,467837
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Ful-Flo Industries Ltd, Winnipeg, Manitoba","Irrigation development, Brandon, Manitoba",2360082,0,2360082
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","FWBA Architects, Lethbridge, Alberta","Lab annex exterior envelope replacement, Lethbridge, Alberta",270610,70717,237203
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","G Hahn Contracting Ltd,
Fort Qu'Appelle, Saskatchewan","Pesticide and chemical storage facility, Indian Head research farm, Indian Head, Saskatchewan",877329,837541,837541
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Gagnon Letellier Cyr Ricard Mathieu & Associés Architectes, Québec, Quebec","Architectural and engineering services for research greenhouse reconstruction, Québec, Quebec",783952,19219,779500
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Groupe Symaco Inc, Québec, Quebec","Dust collector and air exhaust system replacement, Québec, Quebec",346886,9493,346886
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Groupe Symaco Inc, Québec, Quebec","Replacement of growth chambers, Québec, Quebec",582210,345094,582210
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Gulf Developments Inc, Maidstone, Ontario","Harrow research centre greenhouse construction, Harrow, Ontario",2977424,20000,2977424
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","GNR Corbus Inc, Sherbrooke, Quebec","Major renovations of the hydraulic heating and cooling networks, phase 2, Sherbrooke, Quebec",2370759,0,2370759
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","HDK Consulting Inc, Winnipeg, Manitoba","Crop services building, Brandon, Manitoba",347509,0,343658
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","HFKS Architects Inc, Calgary, Alberta","Lab block building exterior envelope replacement, Lethbridge, Alberta",283863,0,283863
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","JP Gravel Construction Inc, Ottawa, Ontario","Renovation of laboratory 1007-1024, building 20, Ottawa, Ontario",469299,469299,469299
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Kontzamanis Graumann Smith MacMillan Inc, Winnipeg, Manitoba","Architectural and engineering services for greenhouse expansion, Morden, Manitoba",293691,0,289133
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Les Constructions Béland & Lapointe Inc, Lévis, Quebec","Research greenhouse reconstruction, Québec, Quebec",4176616,0,4176616
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","MacLean Construction Ltd, Charlottetown, Prince Edward Island","Lab renovations, Charlottetown, Prince Edward Island",2396276,0,2396276
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Martech Electrical Systems Ltd, Castlegar, British Columbia","Transformers upgrade, Lethbridge research and development centre, Lethbridge, Alberta",1808119,1808119,1808119
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Michanie Construction Inc, Ottawa, Ontario","Renovation of lab rooms 2044-2046, Ottawa, Ontario",361046,153533,361046
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","MIRA Construction Ltd, Fredericton, New Brunswick","Removal of surplus infrastructures and installation of arch buildings, Fredericton, New Brunswick",1025339,1025339,1025339
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","MVA Power Inc, Montréal, Quebec","Main transformer replacement, Lethbridge,  Alberta",291433,0,263677
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Nitro Construction Ltd, Lethbridge, Alberta","Agronomy building expansion, Lethbridge, Alberta",1545917,295952,1545917
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Peak Mechanical Partnership, Saskatoon, Saskatchewan","Modifications to cryobank heating ventilation and air conditioning, Saskatoon, Saskatchewan",330188,0,312661
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Quorex Construction Services Ltd, Saskatoon, Saskatchewan","Farm site building extension, Saskatoon, Saskatchewan",2760279,208167,2760279
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction of research winery, Kentville, Nova Scotia",1223587,1167181,1223587
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Stantec, Lethbridge, Alberta","Architectural and engineering services for irrigation upgrade, Vauxhall, Alberta",380698,4710,261434
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Stantec, Vancouver, British Columbia","Architectural and engineering services for mechanical and electrical systems upgrade, Summerland, British Columbia",332082,0,332082
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","SEPW Architecture Inc, Saskatoon, Saskatchewan","Crop services building extension, Saskatoon, Saskatchewan",340426,20000,340426
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Taylor Hazell Architects Ltd, Toronto, Ontario","Architectural and engineering services for Harrow research centre greenhouse construction, Harrow, Ontario",343539,4355,341053
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Tower Engineering Group Limited Partnership and Calnitsky Associates Architects Inc, Winnipeg, Manitoba","Planning and rehabilitation of the research center abattoir, Lacombe, Alberta",1293550,550094,652844
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Beaverlodge administration building boiler replacement, Beaverlodge, Alberta",440605,440605,440605
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Wild Stone Engineering Ltd, Penticton, British Columbia","Mechanical and electrical systems upgrade, Summerland, British Columbia",3439080,63657,3439080
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Wright Construction Western Inc, Saskatoon, Saskatchewan","Research centre rehabilitation project, Swift Current, Saskatchewan",30527936,3028120,30515446
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","WSP Canada Inc, Montréal, Quebec","Architectural and engineering services for supply and installation of a bioreactor,  Sherbrooke, Quebec",332744,140129,140129
2018/2019,02,"Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","4089171 Canada Inc, Ottawa, Ontario","Renovations of room 2048-2050, building 20, Ottawa, Ontario",390000,390000,390000
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Alejandro Faccini & CIA LTDA, Bogota, Colombia","Chancery heating-ventilation and air conditioning upgrades and modifications, Bogota, Columbia",329000,0,257870
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Baker & McKenzie LLP, London, United Kingdom","Acquisition of official residence, London, United Kingdom",18346946,18267161,18267161
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Black & McDonald Ltd, Ottawa, Ontario","Electrical update, Rabat, Morocco",1520743,477871,477871
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Charles Russell Speechlys LLP, London, United Kingdom","Acquisition of staff quarters, London, United Kingdom",2913693,2913693,2913693
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Cit Blaton, Brussels, Belgium","Fit-up of the new chancery, Brussels, Belgium",6358428,0,6141563
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","ComNet, Ottawa, Ontario","Cabling of chancery, New York, New York",500816,500816,500816
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Concrete systems company Ltd, Dar es Salaam, Tanzania","Chancery fit-up, Dar es Salaam, Tanzania",320928,0,296427
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Construction Outfitters International, Boeme, Texas","Design-build and fit-up of the chancery, Damascus, Syria",6349317,0,3261795
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Contracts under $250,000 and cost plus contracts under $25,000 (105 contractors)",Total,0,3828512,0
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","CPM Projects CC, Silverton, South Africa","Security upgrade, Maputo Mozambique",1479974,650264,1479974
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Danic Holdings, Ottawa, Ontario","Chancery expansion, Riyadh, Saudi Arabia",423050,0,423050
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Designed Design Associates PTE Ltd, Singapore, Singapore","Fit-up of staff quarters, Singapore, Singapore",301104,0,301104
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","E-Gap Solutions Ltd, Nairobi, Kenya","Construction of staff quarters, Nairobi, Kenya",473417,0,347259
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","ECODI SARL, Ouagadougou, Burkina Faso","Perimeter security upgrade, Ouagadougou, Burkina Faso",554113,0,82647
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","ES MOSS Ltd, Watford, United Kingdom","Construction of staff quarters, London, United Kingdom",600644,257390,600644
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","ETROBA SA, Bamako, Mali","Chancery physical security upgrade, Bamako, Mali",313000,303989,303989
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Green World Unity Construction, Kabul, Afghanistan","Upgrade to staff quarters and dining hall, Kabul, Afghanistan",6264098,587027,3506973
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Kancelaria Notarialna Karolina Wolf, Warsaw, Poland","Official residence replacement, Warsaw, Poland",4404483,390000,390000
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Mandhir Construction, Nairobi, Kenya","Chancery upgrade, Nairobi, Kenya",3851644,0,3550735
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Mario Geraldo De Freitas, Bogota, Colombia","Acquisition of official residence, Bogota, Colombia",7947853,0,3567052
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","National Capital Commission, Ottawa, Ontario","Construction of commemorative monument, Ottawa, Ontario",4000000,4000000,4000000
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Nile City Investments, Cairo, Egypt","Fit-up of chancery space, Cairo, Egypt",3057833,0,3057833
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Nile City Investments, Cairo, Egypt","Purchase of chancery, Cairo, Egypt",9870706,0,9680706
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Kabul, Afghanistan",2359816,143416,1864270
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Khartoum, Sudan",550917,277059,277059
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, New York, New York",1565154,799542,799542
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","PMB Electrical, Kars, Ontario","Security upgrade, Riyadh, Saudi Arabia",509124,231706,369472
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","RXR Construction & Development LLC, Uniondale, New York","Construction of chancery, New York, New York",23768094,11350507,23020740
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Said Abdul Bashir, Kabul, Afghanistan","Purchase of chancery, Kabul,  Afghanistan",13000000,0,13000000
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Samra Enterprises, Islamabad, Pakistan,","Chancery interior and exterior wall upgrade, Islamabad, Pakistan",1875312,232150,1872385
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Samra Enterprises, Islamabad, Pakistan,","Chancery perimeter security upgrade, Islamabad, Pakistan",3797664,707106,2323091
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Saraya Albinaa Contracting, Riyadh, Saudi Arabia","Chancery modernization-expansion-fit-up-landscaping and swing space, Riyadh, Saudi Arabia",13668841,0,12743211
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Taysec Construction Limited, Accra, Ghana","Security upgrade chancery, Accra, Ghana",2029465,1304286,1577634
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Building upgrade, Addis Ababa, Ethiopia",2406698,12499,2406698
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Terlin Construction, Ottawa, Ontario","Chancery modernization-expansion-fit-up-landscaping and swing space, Riyadh, Saudi Arabia",2149250,868021,1734108
2018/2019,09,"Global Affairs",005,"Department of Foreign Affairs, Trade and Development","WAA Montréal Inc, Montréal, Quebec","Integrated art design chancery, Paris, France",350000,0,304414
2018/2019,06,"Environment and Climate Change",007,"Department of the Environment","Carleton University, Ottawa, Ontario","Repayment of capital lease obligation on leased research building, Ottawa, Ontario",32500000,794047,9995777
2018/2019,06,"Environment and Climate Change",007,"Department of the Environment","Contracts under $250,000 and cost plus contracts under $25,000 (5 contractors)",Total,0,164879,0
2018/2019,07,Finance,011,"Office of the Superintendent of Financial Institutions","Bentall Kennedy, Toronto, Ontario","Toronto kitchens and collaboration space, Toronto, Ontario",488416,47721,487295
2018/2019,07,Finance,011,"Office of the Superintendent of Financial Institutions","Contracts under $250,000 and cost plus contracts under $25,000 (8 contractors)",Total,0,562535,0
2018/2019,07,Finance,011,"Office of the Superintendent of Financial Institutions","Great West Life, Ottawa, Ontario","FAC009 Automatic elevator doors, Ottawa, Ontario",305732,0,305732
2018/2019,33,"Democratic Institutions",015,"Office of the Chief Electoral Officer","Contracts under $250,000 and cost plus contracts under $25,000 (1 contractor)",Total,120000,94497,94497
2018/2019,33,"Democratic Institutions",015,"Office of the Chief Electoral Officer","Public Works and Government Services Canada, Gatineau, Quebec","Leasehold Improvement - 2215 Gladwin, Ottawa, Ontario",383820,383820,383820
2018/2019,33,"Democratic Institutions",015,"Office of the Chief Electoral Officer","Statistics Canada, Ottawa, Ontario","Leasehold Improvement - 200 Technologie, Gatineau, Quebec",376682,376682,376682
2018/2019,16,"National Defence",018,"Department of National Defence","A and J Hanna Construction Ltd, Lincoln, New Brunswick","Washroom Renovation, Gagetown, New Brunswick",1075806,0,1075806
2018/2019,16,"National Defence",018,"Department of National Defence","A Fresh Look Painting & Decorating, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",674248,630843,630843
2018/2019,16,"National Defence",018,"Department of National Defence","A-Tech Roofing Ltd, Dieppe, New Brunswick","Construction Works - Buildings, Dieppe, New Brunswick",643075,160764,643075
2018/2019,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Waterville, Nova Scotia",644070,644070,644070
2018/2019,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Waterville, Nova Scotia",905017,318017,905017
2018/2019,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Waterville, Nova Scotia",1599019,1037559,1037559
2018/2019,16,"National Defence",018,"Department of National Defence","Access Contracting Limited, Waterville, Nova Scotia","Construction Works - Buildings, Waterville, Nova Scotia",326537,326537,326537
2018/2019,16,"National Defence",018,"Department of National Defence","Ainsworth Inc, Montréal, Quebec","Construction Works - Buildings, Montréal, Quebec",251300,16316,16316
2018/2019,16,"National Defence",018,"Department of National Defence","Allen & Bolack Excavating Ltd, Brandon, Manitoba","Special Trade Construction Work, Brandon, Manitoba",756186,302023,756186
2018/2019,16,"National Defence",018,"Department of National Defence","Allen-Hastings Limited, Miller Lake, Ontario","Construction Works - Civil Engineering, Miller Lake, Ontario",470242,4000,470242
2018/2019,16,"National Defence",018,"Department of National Defence","Almiq Contracting Ltd, Iqaluit, Nunavut","Nanisivik Construction and Consulting Services, Nanisivik, Nunavut",62465886,6137199,59193877
2018/2019,16,"National Defence",018,"Department of National Defence","Alvin Company Limited, Bedford, Nova Scotia","Construction Works - Buildings, Bedford, Nova Scotia",441380,162380,441380
2018/2019,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",1389851,899157,899157
2018/2019,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",519097,341111,519097
2018/2019,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",557898,89636,557898
2018/2019,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",321966,122639,122639
2018/2019,16,"National Defence",018,"Department of National Defence","Amec Construction Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",605966,588166,588166
2018/2019,16,"National Defence",018,"Department of National Defence","Amron Construction, Redcliff, Alberta","Construction Works - Buildings, Redcliff, Alberta",1347466,306242,1347466
2018/2019,16,"National Defence",018,"Department of National Defence","Amron Construction, Redcliff, Alberta","Construction Works - Buildings, Redcliff, Alberta",408743,11300,408743
2018/2019,16,"National Defence",018,"Department of National Defence","Apex Steel & Gas Ltd, Victoria, British Columbia","Construction Works - Buildings, Victoria, British Columbia",907015,262150,262150
2018/2019,16,"National Defence",018,"Department of National Defence","Aquicon Construction Company Ltd, Brampton, Ontario","All Ranks Dining Facility # 2 Vickers-North Kitchen, Borden, Ontario",17868559,19445,17868559
2018/2019,16,"National Defence",018,"Department of National Defence","Armoclan Engineering Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario",814594,633670,633670
2018/2019,16,"National Defence",018,"Department of National Defence","Armoclan Engineering Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario",1830616,710513,710513
2018/2019,16,"National Defence",018,"Department of National Defence","Arnil Construction Ltd, Moose Jaw, Saskatchewan","Construction Works - Buildings, Moose Jaw, Saskatchewan",565384,346543,346543
2018/2019,16,"National Defence",018,"Department of National Defence","Atlantica Mechanical Contractors Inc, Halifax, Nova Scotia","Construction Works - Buildings, Dartmouth, Nova Scotia",478936,248066,478936
2018/2019,16,"National Defence",018,"Department of National Defence","Atlantica Mechanical Contractors Inc, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",3216732,261968,3216732
2018/2019,16,"National Defence",018,"Department of National Defence","Atlas-Apex Roofing Inc, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario",566481,33105,566481
2018/2019,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",592885,588701,588701
2018/2019,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",443433,147053,147053
2018/2019,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",651366,426580,651366
2018/2019,16,"National Defence",018,"Department of National Defence","Avondale Construction Limited, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",1052885,713310,713310
2018/2019,16,"National Defence",018,"Department of National Defence","AFW Construction Ltd, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario",345453,339873,339873
2018/2019,16,"National Defence",018,"Department of National Defence","AFW Construction Ltd, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario",1473656,1463656,1463656
2018/2019,16,"National Defence",018,"Department of National Defence","AGC and Associates Inc, Quinte West, Ontario","Construction Works - Buildings, Quinte West, Ontario",663700,663700,663700
2018/2019,16,"National Defence",018,"Department of National Defence","AGC and Associates Inc, Quinte West, Ontario","Construction Works - Buildings, Quinte West, Ontario",2143329,1490693,1490693
2018/2019,16,"National Defence",018,"Department of National Defence","AGC and Associates Inc, Quinte West, Ontario","Construction Works - Buildings, Quinte West, Ontario",3305050,116270,3305050
2018/2019,16,"National Defence",018,"Department of National Defence","AMAN Builders Inc, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",41839922,7852965,41308198
2018/2019,16,"National Defence",018,"Department of National Defence","ATCO Structures & Logistics, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta",4550320,832237,4469059
2018/2019,16,"National Defence",018,"Department of National Defence","Babcock Canada Inc, Victoria, British Columbia","Construction Works - Buildings, Victoria, British Columbia",719744,0,637123
2018/2019,16,"National Defence",018,"Department of National Defence","Barron's Refrigeration & Heating Ltd, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",1257206,230143,1257206
2018/2019,16,"National Defence",018,"Department of National Defence","Barron's Refrigeration & Heating Ltd, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",1933521,811466,1933521
2018/2019,16,"National Defence",018,"Department of National Defence","Be-Con Inc, Québec, Quebec","Construction Works - Buildings, Québec, Quebec",861531,821569,821569
2018/2019,16,"National Defence",018,"Department of National Defence","Bell Multi Construction Inc, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",296228,296228,296228
2018/2019,16,"National Defence",018,"Department of National Defence","Ben Wiebe Construction (1985) Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba",1587385,0,0
2018/2019,16,"National Defence",018,"Department of National Defence","Bernard Rochefort Limited, Astorville, Ontario","Construction Works - Buildings, North Bay, Ontario",864615,472155,472155
2018/2019,16,"National Defence",018,"Department of National Defence","Bird Construction Group, Bedford, Nova Scotia","Construction Works - Buildings, Bedford, Nova Scotia",11687122,6034800,6034800
2018/2019,16,"National Defence",018,"Department of National Defence","Bird Construction Group, St John's, Newfoundland and Labrador","Construction Works - Buildings, Halifax, Nova Scotia",4783000,0,0
2018/2019,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Halifax, Nova Scotia",467600,20000,20000
2018/2019,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",428905,98905,98905
2018/2019,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",717110,717110,717110
2018/2019,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Saskatoon, Saskatchewan",539474,342712,342712
2018/2019,16,"National Defence",018,"Department of National Defence","Black and McDonald Ltd, Ottawa, Ontario","Construction Works - Buildings, Toronto, Ontario",477041,9059,9059
