Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2015/2016,06,"Environment and Climate Change",007,Environment,"Contracts under $250,000 and cost plus contracts under $25,000 (28 contractors)",,0,159372,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","2248927 Ontario Inc, Sault Ste Marie, Ontario","Stabilization of the store building, Sault Ste Marie, Ontario",1983895,330179,330179
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","2957-4928 Quebec Inc, Lavaltrie, Quebec","Replacement of guardrails of Highway 16, Jasper National Park, Alberta",559574,559574,559574
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","2957-4928 Quebec Inc, Lavaltrie, Quebec","Replacement of guardrails of Highway 16, Jasper National Park, Alberta",810039,810039,810039
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","3V Mechanical Inc, Ottawa, Ontario","Installation of the Heating Ventilating and air conditioning system at the Laurier House National Historic Site, Ottawa, Ontario",480124,472183,472183
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","9160-8794 Quebec Inc, Lévis, Quebec","Acquisition of otentik tents, Fundy National Park, New Brunswick",282520,282520,282520
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","9160-8794 Quebec Inc, Lévis, Quebec","Acquisition of otentik tents, Ingonish, Nova Scotia",278607,251436,251436
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","9160-8794 Quebec Inc, Lévis, Quebec","Acquisition of otentik tents, Point Pelee National Park, Ontario",602668,581206,581206
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","9160-8794 Quebec Inc, Lévis, Quebec","Acquisition of otentik tents, Terra Nova National Park, Newfoundland and Labrador",281862,275584,275584
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","A Santin Mason Contractor Ltd, Kingston, Ontario","Repair of the counterscarp at Fort Henry, Kingston, Ontario",3219637,745786,745786
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Acadia Construction, Saskatoon, Saskatchewan","Rehabilitation of Waskesiu Marina Road, Prince Albert National Park, Saskatchewan",545876,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","AECON Group Inc, Toronto, Ontario","Repaving of Highway 5 and 6, Waterton Lakes National Park, Alberta",2749977,2749977,2749977
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","All Services Inc, Courtice, Ontario","Rehabilitation of the canal walls at Locks 22-26, Peterborough, Ontario",2288317,1847937,1847937
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Allen-Hastings Ltd, Miller Lake, Ontario","Renewal work at Cyprus Lake Campground, Bruce Peninsula National Park, Ontario",1124261,606438,1124261
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Awa Asphalt Ltd, Vernon, British Columbia**","Repaving of Highway 4, Pacific Rim National Park Reserve, British Columbia",4332850,4332850,4332850
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","B & B Asphalt Ltd, Prince Albert, Saskatchewan","Rehabilitation of Waskesiu Marina Road, Prince Albert National Park, Saskatchewan",1894117,1518048,1518048
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","B&B Heavy Civil Construction Ltd, Surrey, British Columbia","Rehabilitation of Icefield Parkway Bridges, Jasper National Park, Alberta",517014,517014,517014
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","B&B Heavy Civil Construction Ltd, Surrey, British Columbia","Rehabilitation of Rocky River Bridge number 1, Jasper National Park, Alberta",2723279,2141937,2141937
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","B&B Heavy Civil Construction Ltd, Surrey, British Columbia","Rehabilitation of Rocky River Bridge number 2, Jasper National Park, Alberta",2863013,2230070,2230070
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","BAT Construction Ltd, Kamloops, British Columbia","Installation of avalanche snow nets, Glacier National Park, British Columbia",7945398,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Belvedere Roofing Ltd, Edmonton, Alberta","Replacement of the maintenance compound roof, Jasper National Park, Alberta",1189097,595097,595097
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Bergevin Electrical Contracting Ltd, Nelson, British Columbia","Electrical and lighting work on snow sheds of the Trans-Canada Highway, Glacier National Park, British Columbia",921500,796500,796500
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Bergevin Electrical Contracting Ltd, Nelson, British Columbia","Paving and slope stabilization of the Trans-Canada Highway, Glacier National Park, British Columbia",7653830,2194924,7494933
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Bighorn Construction Ltd, Medicine Hat, Alberta","Replacement of washroom and shower facilities, Waterton Lakes National Park, Alberta",2097387,1035021,1035021
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Bluebird Contracting Services Ltd, Calgary, Alberta","Repaving of the Trans-Canada Highway, Banff National Park, Alberta",3116531,3116531,3116531
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Bremner Engineering and Construction Ltd, Canmore, British Columbia","Brushing along the Trans-Canada Highway, Banff National Park, Alberta",806187,328935,328935
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Briquetal Ltee, Québec, Quebec**","Masonry repairs, Québec, Quebec",6226256,5055817,5055817
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Briquetal Ltee, Québec, Quebec**","Renovation of Montcalm bastion and wall, Québec, Quebec",4950838,2242623,2242623
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Cantex Engineering & Construction Co Ltd, Penticton, British Columbia","Avalanche mitigation work on the Trans-Canada Highway, Glacier National Park, British Columbia",1685611,1685611,1685611
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Carmichael Engineering Ltd, Calgary, Alberta","Replacement of the Heating Ventilating and air conditioning system of the compound, Banff National Park, Alberta",488303,488303,488303
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","CIMA+, Ottawa, Ontario","Reconstruction of Bobs Lake Dam, Bolingbroke, Ontario",423226,216242,220742
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Cimota Inc, Saint-Augustin-de-Desmaures, Quebec","Merrickville Swing Bridge repainting, Merrickville, Ontario",443770,60877,438327
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Cimota Inc, Saint-Augustin-De-Desmaures, Quebec**","Refacing of Thompson Bay Dam, Peterborough, Ontario",999030,230037,999030
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Commodores Boats Ltd, Delta, British Columbia","Restoration of the Dredge No 4 National Historic Site, Dawson, Yukon",1774950,620500,620500
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Construction Demathieu & Bard Inc, St-Jérôme, Quebec","Rehabilitation of the water intake of the canal, Lachine Canal, Quebec",1687083,1389563,1389563
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Construction Jessiko Inc, Lavaltrie, Quebec","Replacement of the gates of Lock 5, Chambly Canal, Quebec",789184,547984,547984
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Constructions BSL Inc, Saint-Augustin-de-Desmaures, Quebec","Rehabilitation of a stone arch at Fort Lennox, Saint-Paul-de-l'Île-aux-Noix, Quebec",501057,426863,426863
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Contracts under $250,000 and cost plus contracts under $25,000 (177 contractors)",,0,11772573,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Copcan Contracting Ltd, Nanaimo, British Columbia","Rehabilitation of the Illecillewaet Bridge number 3, Glacier National Park, British Columbia",2113435,1025890,2113435
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","CWP Constructors Ltd, Edmonton, Alberta","Rehabilitation of West Athabasca River Bridge, Jasper National Park, Alberta",3823450,532585,532585
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Dawson Construction Ltd, Kamloops, British Columbia","Construction of wildlife crossing on Highway 93S, Kootenay National Park, British Columbia",3771006,3098044,3098044
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Dexter Construction Company Ltd, Bedford, Nova Scotia","Halifax Citadel entrance redevelopment, Halifax, Nova Scotia",443062,133322,443062
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Dexter Construction Company Ltd, Bedford, Nova Scotia","Rehabilitation of Warren Brook Bridge, Ingonish, Nova Scotia",2566530,908000,908000
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Dexter Construction Company Ltd, Bedford, Nova Scotia**","Rehabilitation of Highway 117, Kouchibouguac National Park, New Brunswick",22808989,22808989,22808989
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Eastern Fence Erectors Ltd, Dartmouth, Nova Scotia","Replacement of perimeter security fence at Halifax Citadel, Halifax, Nova Scotia",713000,713000,713000
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Emil Anderson Construction Inc, Kelowna, British Columbia","Repaving of Highway 16, Jasper National Park, Alberta",3445086,3445086,3445086
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Emmons and Mitchell Construction Ltd, Kingston, Ontario","Installation of the Heating Ventilating and air conditioning system at the Bellevue House National Historic Site, Kingston, Ontario",433534,356456,356456
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Eurovia Québec Construction Inc, Boucherville, Quebec","Rehabilitation of road 132, Forillon National Park, Quebec",6906423,5804272,5804272
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Excavation L Martel Inc, Beauharnois, Quebec","Replacement of lock gates 8, Chambly Canal, Quebec",692077,74401,692077
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Facca Incorporated, Ruscom Station, Ontario**","Rehabilitation of Healey Falls Lock 16-17, Trent Hills, Ontario",6274294,3703540,3703540
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Fitzgerald and Snow Ltd, Summerside, Prince Edward Island","Realignment of the Stanhope Campground, Prince Edward Island National Park, Prince Edward Island",593340,593340,593340
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador","Replacement of Bottom Brook Bridge, Gros Morne National Park, Newfoundland and Labrador",1439624,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Form: Media, Dartmouth, Nova Scotia","Construction of a storyboard for the Batoche National Historic Site, Rosthern, Saskatchewan",500000,247000,247000
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Granite Energy Corp, Grande Prairie, Alberta","Brushing along Highway 93N, Jasper National Park, Alberta",1286092,565213,565213
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Groupe Lefebvre Inc, St-Eustache, Quebec","Restoration of supporting walls, Lachine Canal, Quebec",712459,712459,712459
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","H R Doornekamp Construction Ltd, Odessa, Ontario","Rehabilitation of Old Slys Weir, Smiths Falls, Ontario",552918,339319,339319
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","H R Doornekamp Construction Ltd, Odessa, Ontario**","Rehabilitation of Healey Falls Lock 15, Campbellford, Ontario",2002483,105833,1969823
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Harold Sutherland Construction Ltd, Kemble, Ontario","Repaving of a road at Emmett Lake, Bruce Peninsula National Park, Ontario",384940,296289,296289
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","HRC Construction Inc, Langley, British Columbia","Rehabilitation of Woolsey Creek Bridge, Mount Revelstoke National Park, British Columbia",2031556,372454,2031556
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Hunter Haulage & Excavating Inc, Lion's Head, Ontario","Rehabilitation of a roadway, Bruce Peninsula National Park, Ontario",397611,381736,381736
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Innovative Civil Constructors Inc, Niagara Falls, Ontario","Rehabilitation of an overpass, Glacier National Park, British Columbia",2864815,4500,2864815
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Innovative Civil Constructors Inc, Niagara Falls, Ontario","Rehabilitation of the Illecillewaet Bridge number 1, Glacier National Park, British Columbia",2755999,2748374,2748374
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Innovative Civil Constructors Inc, Niagara Falls, Ontario","Rehabilitation of the Illecillewaet Bridge number 2, Glacier National Park, British Columbia",2917000,1867427,1867427
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Innovative Civil Constructors Inc, Niagara Falls, Ontario","Replacement of Chaffey's Swing Bridge, Rideau Lakes, Ontario",983919,814719,983919
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Interoute Construction Ltd, Crescent Valley, British Columbia","Paving of the Trans-Canada Highway, Glacier National Park, British Columbia",4945423,4945423,4945423
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Interoute Construction Ltd, Crescent Valley, British Columbia","Repaving of Highway 93S, Kootenay National Park, British Columbia",7387749,7387749,7387749
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Interoute Construction Ltd, Crescent Valley, British Columbia","Repaving of Meadows in the Sky Parkway, Mount Revelstoke National Park, British Columbia",2367238,2367238,2367238
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Ironclad Earthworks Ltd, Calgary, Alberta","Rehabilitation of Miette River and East Athabasca River Bridge Rehabilitation, Jasper National Park, Alberta",3895027,174399,174399
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Ironclad Earthworks Ltd, Calgary, Alberta","Repair of the Cascade Valley Trails, Banff National Park, Alberta",1571477,272943,1571477
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","IWC Excavation Ltd, Nanaimo, British Columbia**","Rehabilitation of Grice Bay Road, Pacific Rim National Park Reserve, British Columbia",6048146,5813354,5813354
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Jacob Bros Construction Ltd, Surrey, British Columbia","Reprofiling of the rock slope of the Trans-Canada Highway, Yoho National Park, British Columbia",4539250,4008108,4008108
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Jasper Concrete Ltd, Jasper, Alberta","Rehabilitation of Cabin Lake Dam, Jasper National Park, Alberta",1865662,1574080,1574080
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","KGS Group, Winnipeg, Manitoba","Rehabilitation of Drag Lake Dam, Dysart et al, Ontario",348368,174095,222434
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Kubik Inc, Mississauga, Ontario","Halifax Citadel heritage experience exhibit, Halifax, Nova Scotia",3667500,603750,603750
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Lampman Wildlife Management Services Ltd, Barrie, Ontario","Installation of a wildlife fence along the Trans-Canada Highway, Banff National Park, Alberta",3359984,2210026,2210026
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Limen Group Const Ltd, Toronto, Ontario**","Point Clark Lighthouse Rehabilitation of Masonry, Kincardine, Ontario",1444950,305078,1444950
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Livewire Electric Ltd, Shellbrook, Saskatchewan","Electrical expansion in Beaver Glen campground, Prince Albert National Park, Saskatchewan",370278,109296,370278
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Louis W Bray Construction Ltd, St Andrews West, Ontario**","Rehabilitation of Poonamlie Dam, Smiths Falls, Ontario",3155540,2054362,2730257
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Louis W Bray Construction Ltd, St Andrews West, Ontario**","Replacement of Hastings Swing Bridge, Hastings, Ontario",4823395,4018134,4018134
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Lynk Electric, Sydney, Nova Scotia","Upgrade of Broad Cove Campground sewer system, Ingonish, Nova Scotia",848999,848999,848999
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Maple Leaf Construction Ltd, Winnipeg, Manitoba","Paving of Wasagaming Campground, Riding Mountain National Park, Manitoba",1460500,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Marine Contractors Inc, Corner Brook, Newfoundland and Labrador","Rehabilitation of Highway 430, Gros Morne National Park, Newfoundland and Labrador",4936917,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Martech Electrical Systems Ltd, Castlegar, British Columbia","Electrical and lighting work on snow sheds of the Trans-Canada Highway, Glacier National Park, British Columbia",584196,581098,581098
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Martech Electrical Systems Ltd, Castlegar, British Columbia","Electrical and lighting work on snow sheds of the Trans-Canada Highway, Glacier National Park, British Columbia",3474363,1883147,1883147
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Martech Electrical Systems Ltd, Castlegar, British Columbia","Installation of lighting in the Tupper Timber snow shed, Glacier National Park, British Columbia",2316186,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Max Helmer Construction Ltd, Invermere, British Columbia","Repaving of Highway 93N, Kootenay National Park, British Columbia",702000,429000,429000
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","McKnight Enterprises Ltd, Red Deer County, Alberta","Replacement of gabion wall, Mount Revelstoke National Park, British Columbia",749950,0,0
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Metric Contracting Services Corp, Brampton, Ontario**","Reconstruction of the Bolsover Dam at Lock 37, Bolsover, Ontario",22540347,9633862,21758218
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Meyknecht-Lischer Contractors Ltd, Carp, Ontario**","Rehabilitation of the Rideau Canal Walls, Ottawa, Ontario",2375352,1201406,1201406
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","MH Stoneworks Inc, Ottawa, Ontario","Rehabilitation of Upper Brewers Lock 43, Seeley's Bay, Ontario",606690,400000,400000
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","MMM Group Ltd, Kingston, Ontario","Masonry repairs at Fort Henry, Kingston, Ontario",298582,58189,58189
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","MMM Group Ltd, Thornhill, Ontario","Rehabilitation of Kingston Mills Swing Bridge, Kingston, Ontario",663747,330640,330640
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Nitro Construction Ltd, Lethbridge, Alberta","Renovations on the operations building, Waterton Lakes National Park, Alberta",357961,357961,357961
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Nitro Construction Ltd, Lethbridge, Alberta","Replacement of the Bar U workshop, Longview, Alberta",875301,799931,799931
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","NLVC Ltd, Springdale, Newfoundland and Labrador","Tree clearing along the Trans-Canada Highway, Terra Nova National Park, Newfoundland and Labrador",860500,632175,632175
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Northside Historical Masonry Inc, Morrisburg, Ontario","Masonry repairs at Fort Henry, Kingston, Ontario",1002202,640482,640482
2015/2016,06,"Environment and Climate Change",124,"Parks Canada Agency","Northside Historical Masonry Inc, Morrisburg, Ontario","Repair and stabilization of the historic building at Fort Henry, Kingston, Ontario",1007277,829339,829339
