Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","BGLA Architecture + Design urbain, Montréal, Quebec","BGLA Architecture + Design urbain, Montréal, Québec","Grinding room upgrades, Saint-Hyacinthe, Quebec","Modernisation de la salle de broyage, Saint-Hyacinthe, Québec",790483,59110,59110
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Chernoff Thompson Architects, Vancouver, British Columbia","Chernoff Thompson Architects, Vancouver, Colombie-Britannique","Architectural and engineering services for new pesticide storage building, Summerland, British Columbia","Services d'architecture et d'ingénierie pour un nouvel immeuble de stockage de pesticides, Summerland, Colombie-Britannique",967961,0,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Construction Mafranc Inc, Lévis, Quebec","Construction Mafranc Inc, Lévis, Québec","Building 1 fire safety upgrades, Saint-Hyacinthe, Quebec","Bâtiment 1 travaux de mise à niveau en sécurité incendie,",0,750406,750406
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Contracts under $250,000 and cost plus contracts under $25,000 (162 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (162 entrepreneurs)",Total,Total,494795,4760224,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Coupland Kraemer Architecture + Interior Design Inc, Calgary, Alberta","Coupland Kraemer Architecture + Interior Design Inc, Calgary, Alberta","Architectural and engineering services for new pesticide building, Scott, Saskatchewan","Services d'architecture et d'ingénierie pour un nouvel immeuble pour pesticides, Scott, Saskatchewan",1841629,204490,204490
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","CORCAN Canada, Kingston, Ontario","CORCAN Canada, Kingston, Ontario","Building 14 roof replacement, London, Ontario","Bâtiment 14 remplacement de la toiture, London, Ontario",349205,814776,1841629
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","DMT Mechanical Ltd, Lethbridge, Alberta","DMT Mechanical Ltd, Lethbridge, Alberta","Building 102 boiler replacement, Lethbridge, Alberta","Bâtiment 102 remplacement de chaudière, Lethbridge, Alberta",518540,0,349205
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Eco Elevator Inc, Saskatoon, Saskatchewan","Eco Elevator Inc, Saskatoon, Saskatchewan","Building 1 elevator refurbishment, Saskatoon, Saskatchewan","Bâtiment 1 remise à neuf des ascenseurs, Saskatoon Saskatchewan",266927,434385,434385
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Eric Taylor Ltd, St. John's, Newfoundland and Labrador","Eric Taylor Ltd, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","St. John's research and development centre waterline upgrade, St. John's, Newfoundland and Labrador","Modernisation de la ligne de flottaison du centre de recherche et développement de Saint-Jean de Terre-Neuve, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador",643000,0,266927
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Ernest Boutin Inc, Lévis, Quebec","Ernest Boutin Inc, Lévis, Québec","Electrical system upgrades, Sainte-Foy, Quebec","Modernisation du système électrique, Sainte-Foy, Québec",935239,643000,643000
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","GIP Paving Inc, Carp, Ontario","GIP Paving Inc, Carp, Ontario","Hartwell's Locks Lane rehabilitation, Ottawa, Ontario","Réhabilitation de la voie des écluses de Hartwell, Ottawa, Ontario",294334,935239,935239
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Howard E. Little Excavating Ltd, Cambridge, Nova Scotia","Howard E. Little Excavating Ltd, Cambridge, Nouvelle-Écosse","Improvements to subsurface drainage system, Kentville, Nova Scotia","Améliorations au système de drainage souterrain, Kentville, Nouvelle-Écosse",24710442,294334,294334
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","JMJ Holdings Ltd, St. John's, Newfoundland and Labrador","JMJ Holdings Ltd, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","St. John's research and development centre expansion and retrofit, St. John's, Newfoundland and Labrador","Expansion et modernisation du centre de recherche et développement de Saint-Jean de Terre-Neuve, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador",2619891,6740412,22790076
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","KIM Constructors Ltd, Saskatoon, Saskatchewan","KIM Constructors Ltd, Saskatoon, Saskatchewan","Building 1 chiller replacement, Saskatoon, Saskatchewan","Bâtiment 1 replacement du refroidisseur, Saskatoon, Saskatchewan",2651881,205177,2615772
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","LAT49 Architecture Inc, St. John's, Newfoundland and Labrador","LAT49 Architecture Inc, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","St. John's research and development centre expansion and retrofit, St. John's, Newfoundland and Labrador","Expansion et modernisation du centre de recherche et développement de Saint-Jean de Terre-Neuve, Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador",335722,358456,2612385
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","MCW Maricor, Moncton, New Brunswick","MCW Maricor, Moncton, Nouveau-Brunswick","Architectural and engineering services for ventilation retrofit, Charlottetown, Prince Edward Island","Services d'architecture et d'ingénierie pour la modernisation de la ventilation, Charlottetown, Île-du-Prince-Édouard",375596,36625,246472
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","NFOE Inc, Montréal, Quebec","NFOE Inc, Montréal, Québec","Building 1 fire safety upgrades, Saint-Jean-sur-Richelieu, Quebec","Bâtiment 1 travaux de mise à niveau en sécurité incendie, Saint-Jean-sur-Richelieu, Québec",478728,88143,88143
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Provencher Roy + Associés Architectes Inc,  Montréal, Quebec","Provencher Roy + Associés Architectes Inc, Montréal, Québec","Upgrades to pilot plant dairy section walls and flooring, Saint-Hyacinthe, Quebec","Modernisation des murs et du plancher de la section des produits laitiers de l'usine pilote, Saint-Hyacinthe, Québec",1767000,140867,140867
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Services Énergétiques M.T. Inc, Chicoutimi, Quebec","Services Énergétiques M.T. Inc, Chicoutimi, Québec","Generator replacement Saint-Jean-sur-Richelieu, Quebec","Remplacement de la génératrice, Saint-Jean-sur-Richelieu, Québec",1041201,0,0
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","T. P. Crawford Ltd, Ottawa, Ontario","T. P. Crawford Ltd, Ottawa, Ontario","Building 20 roof replacement, Ottawa, Ontario","Bâtiment 20 remplacement de la toiture, Ottawa, Ontario",1220953,1041201,1041201
2023/2024,02,"Agriculture and Agri-Food","Agriculture et Agroalimentaire",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","3075487 Manitoba Ltd, Winnipeg, Manitoba","3075487 Manitoba Ltd, Winnipeg, Manitoba","Building 72 chilled water system replacement, Morden, Manitoba","Bâtiment 72 mise à jour du système du refroidissement d'eau, Morden, Manitoba",372998,187670,1220953
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Beijing GuangYuan Fluidtechnology, Beijing, China","Beijing GuangYuan Fluidtechnology, Beijing, Chine","Sump pump replacement, Beijing, China","Remplacement de la pompe de puisard, Beijing, Chine",5517206,371220,371220
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Brookfield Global Integrated Solutions CA, Markham, Ontario","Brookfield Global Integrated Solutions CA, Markham, Ontario","Installation of an uninterruptible power supply system and fit-up at Place du Centre building, Gatineau, Quebec","Installation d'un système d'alimentation sans interruption au bâtiment Place du Centre, Gatineau, Québec",65064200,1201128,5270225
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Brookfield Global Integrated Solutions CA, Markham, Ontario","Brookfield Global Integrated Solutions CA, Markham, Ontario","Rehabilitation of Lester B Pearson buildings (A-B-C-D), Ottawa, Ontario","Rénovation des immeubles Lester B Pearson (A-B-C-D), Ottawa, Ontario",6349317,14999745,46189935
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Construction Outfitters International, Boerne, Texas","Construction Outfitters International, Boerne, Texas","Design-build and fit-up of chancery, Damascus, Syria","Conception-réalisation et aménagement de la chancellerie, Damas, Syrie",4667364,0,3261795
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Contracts under $250,000 and cost plus contracts under $25,000 (51 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (51 entrepreneurs)",Total,Total,404776,4667364,4667364
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dawn Construction (2018) Ltd, Langley, British Columbia","Dawn Construction (2018) Ltd, Langley, Colombie-Britannique","Kitchen renovation, Manila, Philippines","Rénovation d'une cuisine, Manille, Philippines",839481,358209,358209
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dijkxhoorn Bouw, The Hague, Netherlands","Dijkxhoorn Bouw, La Hague, Pays-Bas","Renovation of staff quarters, The Hague, Netherlands","Rénovation des logements du personnel, La Hague, Pays-Bas",14718099,594349,594349
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Dilawri Property Holdings Ltd, Ottawa, Ontario","Dilawri Property Holdings Ltd, Ottawa, Ontario","Moving the Lester B Pearson distribution centre, Ottawa, Ontario","Déménagement du centre de distribution de Lester B Pearson, Ottawa, Ontario",2512795,9143107,14557111
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Epik Taahhut Sanayi IC VE Disticaret AS, Ankara, Türkiye","Epik Taahhut Sanayi IC VE Disticaret AS, Ankara, Türkiye","Modernization of the buildings of the High Commission of Canada, Dhaka, Bangladesh","Modernisation des bâtiments du Haut-commissariat du Canada, Dhaka, Bangladesh",6264098,0,694136
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Green World Unity Construction, Kabul, Afghanistan","Green World Unity Construction, Kaboul, Afghanistan","Upgrade to staff quarters and dining hall, Kabul, Afghanistan","Amélioration des logements du personnel et de la salle à manger, Kaboul, Afghanistan",325000,0,3506973
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Kida Design Inc, Ontario, Canada","Kida Design Inc, Ontario, Canada","Construction of a recreation site, Islamabad, Pakistan","Construction d'un site de loisirs, Islamabad, Pakistan",612597,0,2896
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","M&J Group Construction and Roofing, Bedford, United Kingdom","M&J Group Construction and Roofing, Bedford, Royaume-Uni","Waterproofing of the chancery's roof, Bucharest, Romania","Imperméabilisation de la toiture de la chancellerie, Bucarest, Roumanie",290000,0,557010
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Ministry of Finance, Tokyo, Japan","Ministry of Finance, Tokyo, Japon","Land purchase, Tokyo, Japan","Achat d'un terrain, Tokyo, Japon",569695,290000,290000
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Oslo Bygg Teknikk AS, Oslo, Norway","Oslo Bygg Teknikk AS, Oslo, Norway","Renovation of the official residence, Oslo, Norway","Rénovation de la résidence officielle, Oslo, Norvège",1841998,106550,569695
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Saelzer GmbH, Hamburg, Germany","Saelzer GmbH, Hambourg, Allemagne","Chancery window upgrade, Islamabad, Pakistan","Amélioration des fenêtres de la chancellerie, Islamabad, Pakistan",6988905,0,1725010
2023/2024,09,"Global Affairs","Affaires mondiales",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Samra Enterprises, Islamabad, Pakistan","Samra Enterprises, Islamabad, Pakistan","Chancery perimeter security upgrade, Islamabad, Pakistan","Amélioration de la sécurité du périmètre de la chancellerie, Islamabad, Pakistan",32500000,510630,5376156
2023/2024,06,"Environment and Climate Change","Environnement et Changement climatique",007,"Department of the Environment","Ministère de l'Environnement","Carleton University, Ottawa, Ontario","Carleton University, Ottawa, Ontario","Repayment of capital lease obligation on leased research building, Ottawa, Ontario","Remboursement de l'obligation liée au contrat de location-acquisition d'un immeuble de recherche, Ottawa, Ontario",0,1044213,14689139
2023/2024,06,"Environment and Climate Change","Environnement et Changement climatique",007,"Department of the Environment","Ministère de l'Environnement","Contracts under $250,000 and cost plus contracts under $25,000 (18 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (18 entrepreneurs)",Total,Total,660000,763329,0
2023/2024,06,"Environment and Climate Change","Environnement et Changement climatique",007,"Department of the Environment","Ministère de l'Environnement","Landry McGillivray in trust, Dartmouth, Nova Scotia","Landry McGillivray en fiducie, Dartmouth, Nouvelle-Écosse","Atlantic Archipelago land acquisition, Coddle Island, Nova Scotia","Acquisition de terres Archipel atlantique, Coddle Island,  Nouvelle-Écosse",2250000,660000,660000
2023/2024,06,"Environment and Climate Change","Environnement et Changement climatique",007,"Department of the Environment","Ministère de l'Environnement","Stirling LLP, Vancouver, British Columbia","Stirling LLP, Vancouver, Colombie-Britannique","Horsethief Creek land acquisition, Invermere, British Columbia","Acquisition de terres à Horsethief Creek, Invermere, Colombie-Britannique",279960,2250000,2250000
2023/2024,07,Finance,Finances,011,"Office of the Superintendent of Financial Institutions","Bureau du surintendant des institutions financières","Contracts under $250,000 and cost plus contracts under $25,000 (3 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (3 entrepreneurs)",Total,Total,485419,260559,260559
2023/2024,07,Finance,Finances,011,"Office of the Superintendent of Financial Institutions","Bureau du surintendant des institutions financières","Fleming Communications Inc, Ottawa, Ontario","Fleming Communications Inc, Ottawa, Ontario","Access Control Modernization","Modernisation du contrôle d'accès",3264929,0,455868
2023/2024,07,Finance,Finances,011,"Office of the Superintendent of Financial Institutions","Bureau du surintendant des institutions financières","Great West Life, Montréal, Quebec","Great West Life, Montréal, Québec","14th floor Ottawa","14e étage Ottawa",2969844,698858,816232
2023/2024,07,Finance,Finances,011,"Office of the Superintendent of Financial Institutions","Bureau du surintendant des institutions financières","Unimet Investments Ltd, Vancouver, British Columbia","Unimet Investments Ltd, Vancouver, Colombie-Britannique","Vancouver office fit-up","Aménagement du bureau de Vancouver",703177,1516132,2766844
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Électricite du Fjord inc, Chicoutimi, Quebec","Électricite du Fjord inc, Chicoutimi, Québec","Construction Works - Buildings, Chicoutimi, Quebec","Travaux de construction - Bâtiments, Chicoutimi, Québec",2478804,262927,703177
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A & O Contracting Inc, Mississauga, Ontario","A & O Contracting Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",4526649,134010,2478804
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A Fresh Look, Winnipeg, Manitoba","A Fresh Look, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1050900,926370,4526649
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A S L Paving Ltd, Regina, Saskatchewan","A S L Paving Ltd, Regina, Saskatchewan","Construction Works - Buildings, Regina, Saskatchewan","Travaux de construction - Bâtiments, Regina, Saskatchewan",342747,1018901,1050900
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A-Tech Roofing Ltd, Dieppe, New Brunswick","A-Tech Roofing Ltd, Dieppe, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",555510,342747,342747
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A-Tech Roofing Ltd, Dieppe, New Brunswick","A-Tech Roofing Ltd, Dieppe, Nouveau-Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1548739,0,555510
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","A-Tech Roofing Ltd, Dieppe, New Brunswick","A-Tech Roofing Ltd, Dieppe, Nouveau-Brunswick","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",339000,0,1548739
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Abbass & McLean Construction Inc, Happy Valley-Goose Bay, Newfoundland and Labrador","Abbass & McLean Construction Inc, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador","Travaux de construction - Bâtiments, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",1030361,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Able Electric 2016 Ltd, Dartmouth, Nova Scotia","Able Electric 2016 Ltd, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",1571279,1030361,1030361
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Access Contracting Limited, Waterville, Nova Scotia","Access Contracting Limited, Waterville, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",2810171,1045334,1045334
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Acres Enterprises Ltd, Kamloops, British Columbia","Acres Enterprises Ltd, Kamloops, Colombie-Britannique","Construction Works - Buildings, Vernon, British Columbia","Travaux de construction - Bâtiments, Vernon, Colombie-Britannique",2225430,9258,2810171
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Advanced Energy Management Ltd, Moncton, New Brunswick","Advanced Energy Management Ltd, Moncton, Nouveau-Brunswick","Construction Works - Buildings, Moncton, New Brunswick","Travaux de construction - Bâtiments, Moncton, Nouveau-Brunswick",926299,1287947,1287947
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ainsworth Inc (Halifax), Dartmouth, Nova Scotia","Ainsworth Inc (Halifax), Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",799034,607419,607419
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ainsworth Inc, Dartmouth, Nova Scotia","Ainsworth Inc, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",910071,39930,39930
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Alberta Metal Tile Roofing Inc, Edmonton, Alberta","Alberta Metal Tile Roofing Inc, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",2662889,910071,910071
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","All Fired Up Plumbing & HVAC-R Ltd and MNK Mechanical Services Ltd, Brandon, Manitoba","All Fired Up Plumbing & HVAC-R Ltd and MNK Mechanical Services Ltd, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba","Travaux de construction - Bâtiments, Shilo, Manitoba",692799,0,2662889
